season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,resume_score,pr
2019,34,Michigan St,Big Ten,1767.5,7,5,12,0.583,7-5,Indiana,1689.5,1675.1,NA,2026-07-30T09:57:28Z,883.2,1308.4
2019,35,Oklahoma St,Big 12,1755.6,7,5,12,0.583,7-5,Kansas St,1781.2,1629.2,NA,2026-07-30T09:57:28Z,1373.9,1307.1
2019,36,Hawai'i,Mountain West,1732.7,10,3,13,0.769,10-3,San Diego St,1672.7,1503.3,NA,2026-07-30T09:57:28Z,910.3,1510.2
2019,37,Virginia,ACC,1727.2,8,5,13,0.615,8-5,Virginia Tech,1672.3,1554.1,NA,2026-07-30T09:57:28Z,885.4,1320
2019,38,California,Pac-12,1725.7,8,4,12,0.667,8-4,Washington,1951.7,1556,NA,2026-07-30T09:57:28Z,1333,1390
2019,39,Iowa State,Big 12,1710.1,6,6,12,0.5,6-6,Texas,1912.4,1719.4,NA,2026-07-30T09:57:28Z,1043.3,1160.5
2019,40,Arizona St,Pac-12,1709.6,6,5,11,0.545,6-5,Oregon,2111.3,1647,NA,2026-07-30T09:57:28Z,1818.7,1230.4
2019,41,Kentucky,SEC,1706.3,7,5,12,0.583,7-5,Virginia Tech,1672.3,1552.8,NA,2026-07-30T09:57:28Z,726,1261.3
2019,42,Indiana,Big Ten,1689.5,6,5,11,0.545,6-5,Nebraska,1650.5,1547.7,NA,2026-07-30T09:57:28Z,451.9,1195.1
2019,43,San Diego St,Mountain West,1672.7,9,3,12,0.75,9-3,BYU,1525.5,1343.4,NA,2026-07-30T09:57:28Z,362.4,1426.6
2019,44,Virginia Tech,ACC,1672.3,7,3,10,0.7,7-3,North Carolina,1654,1392.6,NA,2026-07-30T09:57:28Z,718.1,1376.9
2019,45,Florida St,ACC,1665.2,6,5,11,0.545,6-5,Louisville,1622.1,1565.2,NA,2026-07-30T09:57:28Z,656,1182.5
2019,46,North Carolina,ACC,1654,7,5,12,0.583,7-5,Temple,1492.9,1464.8,NA,2026-07-30T09:57:28Z,200.5,1210.7
2019,47,Tennessee,SEC,1653.3,6,5,11,0.545,6-5,Kentucky,1706.3,1609.9,NA,2026-07-30T09:57:28Z,860.8,1178
2019,48,Nebraska,Big Ten,1650.5,5,5,10,0.5,5-5,Maryland,1448.4,1647.3,NA,2026-07-30T09:57:28Z,175.8,1102.2
2019,49,Mississippi St,SEC,1636.7,5,6,11,0.455,5-6,Louisiana,1817.5,1753.6,NA,2026-07-30T09:57:28Z,1021.3,1052.4
2019,50,Louisville,ACC,1622.1,7,5,12,0.583,7-5,Virginia,1727.2,1622.2,NA,2026-07-30T09:57:28Z,1239.2,1208.7
2019,51,Western KY,C-USA,1619.5,8,3,11,0.727,8-3,Charlotte,1414.7,1329.2,NA,2026-07-30T09:57:28Z,164.8,1350.4
2019,52,Wyoming,Mountain West,1614.4,8,4,12,0.667,8-4,Missouri,1481.6,1350.5,NA,2026-07-30T09:57:28Z,131.6,1277.6
2019,53,Washington St,Pac-12,1612.9,6,6,12,0.5,6-6,Colorado,1592.2,1564.8,NA,2026-07-30T09:57:28Z,741,1091.3
2019,54,TCU,Big 12,1607.3,5,6,11,0.455,5-6,Texas,1912.4,1554.3,NA,2026-07-30T09:57:28Z,707.9,1028.7
2019,55,Colorado,Pac-12,1592.2,5,6,11,0.455,5-6,Washington,1951.7,1713.6,NA,2026-07-30T09:57:28Z,1380.9,1029.8
2019,56,Utah State,Mountain West,1571.6,7,5,12,0.583,7-5,San Diego St,1672.7,1516.3,NA,2026-07-30T09:57:28Z,587.1,1161.2
2019,57,Oregon St,Pac-12,1571.2,4,6,10,0.4,4-6,California,1725.7,1623.8,NA,2026-07-30T09:57:28Z,903.9,936.8
2019,58,Miami OH,MAC,1569.6,8,5,13,0.615,8-5,Buffalo,1563.8,1496.6,NA,2026-07-30T09:57:28Z,606.1,1197.1
2019,59,Buffalo,MAC,1563.8,7,5,12,0.583,7-5,Temple,1492.9,1287.6,NA,2026-07-30T09:57:28Z,225.9,1146.3
2019,60,Kent State,MAC,1558.7,6,6,12,0.5,6-6,Utah State,1571.6,1525.7,NA,2026-07-30T09:57:28Z,488.4,1050.5
2019,61,Tulane,AAC,1558.7,5,6,11,0.455,5-6,Houston,1508.5,1563.8,NA,2026-07-30T09:57:28Z,192.7,985.7
2019,62,Wake Forest,ACC,1547.3,7,4,11,0.636,7-4,Florida St,1665.2,1537.6,NA,2026-07-30T09:57:28Z,1014.4,1211.2
2019,63,Pittsburgh,ACC,1542.6,7,5,12,0.583,7-5,UCF,1905,1534.1,NA,2026-07-30T09:57:28Z,1156.5,1150
2019,64,James Madison,FCS,1534.8,11,2,13,0.846,11-2,Weber St,1283.6,861.4,NA,2026-07-30T09:57:28Z,0,1388.3
2019,65,Marshall,C-USA,1529.3,6,5,11,0.545,6-5,FAU,1845.1,1529.2,NA,2026-07-30T09:57:28Z,1092.5,1095.6
2019,66,BYU,Independent,1525.5,6,5,11,0.545,6-5,Boise St,1898.7,1517.9,NA,2026-07-30T09:57:28Z,1450.8,1098
2019,67,Boston College,ACC,1523.6,5,7,12,0.417,5-7,Virginia Tech,1672.3,1620.1,NA,2026-07-30T09:57:28Z,514.9,924.2
2019,68,Tulsa,AAC,1519.9,4,6,10,0.4,4-6,UCF,1905,1684.1,NA,2026-07-30T09:57:28Z,819.4,905.7
2019,69,West Virginia,Big 12,1519.3,5,6,11,0.455,5-6,Kansas St,1781.2,1665.5,NA,2026-07-30T09:57:28Z,895.5,977.1
2019,70,UCLA,Pac-12,1518.6,3,8,11,0.273,3-8,Arizona St,1709.6,1733.2,NA,2026-07-30T09:57:28Z,741.6,724.1
2019,71,Ohio,MAC,1515.3,7,5,12,0.583,7-5,Buffalo,1563.8,1307.9,NA,2026-07-30T09:57:28Z,475.5,1118
2019,72,Ole Miss,SEC,1513.3,4,6,10,0.4,4-6,Vanderbilt,1260.2,1670.3,NA,2026-07-30T09:57:28Z,0,873.3
2019,73,LA Tech,FCS,1512.6,9,3,12,0.75,9-3,Southern Miss,1384.2,1190.7,NA,2026-07-30T09:57:28Z,58.4,1280.4
2019,74,Houston,AAC,1508.5,4,6,10,0.4,4-6,Tulsa,1519.9,1492.1,NA,2026-07-30T09:57:28Z,169.9,883.6
2019,75,Temple,AAC,1492.9,7,5,12,0.583,7-5,Tulane,1558.7,1381,NA,2026-07-30T09:57:28Z,307.1,1097.5
2019,76,Syracuse,ACC,1482.2,5,6,11,0.455,5-6,Wake Forest,1547.3,1483.5,NA,2026-07-30T09:57:28Z,270.7,940.5
2019,77,Missouri,SEC,1481.6,5,6,11,0.455,5-6,West Virginia,1519.3,1569.9,NA,2026-07-30T09:57:28Z,231.9,938.9
2019,78,Texas Tech,Big 12,1473.3,4,7,11,0.364,4-7,Oklahoma St,1755.6,1507.6,NA,2026-07-30T09:57:28Z,574.9,827.4
2019,79,Stanford,Pac-12,1469.1,4,8,12,0.333,4-8,Washington,1951.7,1736.4,NA,2026-07-30T09:57:28Z,998.9,791.1
2019,80,Arizona,Pac-12,1466,4,6,10,0.4,4-6,Colorado,1592.2,1623,NA,2026-07-30T09:57:28Z,534.1,869.1
2019,81,GA Southern,Sun Belt,1461.6,7,6,13,0.538,7-6,App State,2058.7,1503.9,NA,2026-07-30T09:57:28Z,786.8,1035.7
2019,82,Arkansas State,Sun Belt,1457.3,7,5,12,0.583,7-5,GA Southern,1461.6,1427,NA,2026-07-30T09:57:28Z,140.8,1066.1
2019,83,Maryland,Big Ten,1448.4,3,6,9,0.333,3-6,Syracuse,1482.2,1565.8,NA,2026-07-30T09:57:28Z,132.2,760.3
2019,84,UL Monroe,Sun Belt,1428.1,5,6,11,0.455,5-6,Georgia St,1334,1482.8,NA,2026-07-30T09:57:28Z,0,890.4
2019,85,Cent Arkansas,FCS,1424.9,2,1,3,0.667,2-1,Western KY,1619.5,1454.2,NA,2026-07-30T09:57:28Z,269.5,1133.9
2019,86,Charlotte,C-USA,1414.7,6,5,11,0.545,6-5,Marshall,1529.3,1357.4,NA,2026-07-30T09:57:28Z,179.3,996.3
2019,87,Northwestern,Big Ten,1410,3,8,11,0.273,3-8,Illinois,1367.4,1653.2,NA,2026-07-30T09:57:28Z,17.4,651.2
2019,88,Liberty,Independent,1405.3,7,5,12,0.583,7-5,Buffalo,1563.8,1256.2,NA,2026-07-30T09:57:28Z,325.4,1034.7
2019,89,Ball State,MAC,1403,4,7,11,0.364,4-7,Miami OH,1569.6,1346.9,NA,2026-07-30T09:57:28Z,219.6,779.9
2019,90,UAB,C-USA,1397.8,8,4,12,0.667,8-4,LA Tech,1512.6,1205.3,NA,2026-07-30T09:57:28Z,162.6,1109
2019,91,Austin Peay,FCS,1386,2,0,2,1,2-0,Sacramento St,1122.1,950.6,NA,2026-07-30T09:57:28Z,0,1386
2019,92,Southern Miss,Sun Belt,1384.2,6,6,12,0.5,6-6,UAB,1397.8,1342.5,NA,2026-07-30T09:57:28Z,77,922
2019,93,South Carolina,SEC,1383.4,2,8,10,0.2,2-8,Kentucky,1706.3,1755.3,NA,2026-07-30T09:57:28Z,356.3,545.6
2019,94,Troy,Sun Belt,1379.2,5,6,11,0.455,5-6,GA Southern,1461.6,1310.3,NA,2026-07-30T09:57:28Z,111.6,870.4
2019,95,Miami,ACC,1374.2,5,7,12,0.417,5-7,Virginia,1727.2,1450.6,NA,2026-07-30T09:57:28Z,860.2,842.4
2019,96,Kansas,Big 12,1372.2,3,8,11,0.273,3-8,Boston College,1523.6,1622.2,NA,2026-07-30T09:57:28Z,296.9,646.9
2019,97,C Michigan,MAC,1368.3,6,6,12,0.5,6-6,Ball State,1403,1341.3,NA,2026-07-30T09:57:28Z,53,910
2019,98,W Michigan,MAC,1368.1,6,6,12,0.5,6-6,Ohio,1515.3,1319.5,NA,2026-07-30T09:57:28Z,236.6,918
2019,99,Illinois,Big Ten,1367.4,5,6,11,0.455,5-6,Wisconsin,2173.3,1544.6,NA,2026-07-30T09:57:28Z,1240.8,887.7
2019,100,Duke,ACC,1345.3,3,7,10,0.3,3-7,Miami,1374.2,1505.8,NA,2026-07-30T09:57:28Z,24.2,658.2
2019,101,San Jose State,Mountain West,1334.1,5,4,9,0.556,5-4,Army,1249.2,1260.9,NA,2026-07-30T09:57:28Z,0,938.1
2019,102,Georgia St,Sun Belt,1334,6,6,12,0.5,6-6,Tennessee,1653.3,1376.6,NA,2026-07-30T09:57:28Z,439.8,901.1
2019,103,Nevada,Mountain West,1333,5,6,11,0.455,5-6,San Diego St,1672.7,1433.2,NA,2026-07-30T09:57:28Z,322.7,849
2019,104,E Michigan,MAC,1325.9,6,5,11,0.545,6-5,W Michigan,1368.1,1217.1,NA,2026-07-30T09:57:28Z,35.5,927.1
2019,105,Georgia Tech,ACC,1297.7,3,7,10,0.3,3-7,Miami,1374.2,1570.2,NA,2026-07-30T09:57:28Z,24.2,635.1
2019,106,MTSU,C-USA,1292.5,4,6,10,0.4,4-6,Marshall,1529.3,1351.6,NA,2026-07-30T09:57:28Z,179.3,759.3
2019,107,Rutgers,Big Ten,1291.8,2,8,10,0.2,2-8,Liberty,1405.3,1776.4,NA,2026-07-30T09:57:28Z,55.3,499.3
2019,108,S Illinois,FCS,1287.4,2,2,4,0.5,2-2,UMass,686.2,1164.3,NA,2026-07-30T09:57:28Z,0,849.4
2019,109,NC State,ACC,1284.3,4,7,11,0.364,4-7,Syracuse,1482.2,1482.6,NA,2026-07-30T09:57:28Z,185.2,714
2019,110,Weber St,FCS,1283.6,1,3,4,0.25,1-3,Kennesaw St,1267.9,1452.1,NA,2026-07-30T09:57:28Z,0,558.7
2019,111,Coastal,Sun Belt,1274.2,4,6,10,0.4,4-6,Kansas,1372.2,1335.3,NA,2026-07-30T09:57:28Z,22.2,740
2019,112,Kennesaw St,FCS,1267.9,10,2,12,0.833,10-2,Campbell,699.9,609.4,NA,2026-07-30T09:57:28Z,0,1136.2
2019,113,Purdue,Big Ten,1262.7,2,8,10,0.2,2-8,Northwestern,1410,1724.9,NA,2026-07-30T09:57:28Z,60,488.5
2019,114,Vanderbilt,SEC,1260.2,3,7,10,0.3,3-7,Missouri,1481.6,1679.8,NA,2026-07-30T09:57:28Z,131.6,623.4
2019,115,South Florida,AAC,1253.7,3,8,11,0.273,3-8,East Carolina,1052.4,1534.4,NA,2026-07-30T09:57:28Z,0,575.3
2019,116,Toledo,MAC,1253.1,6,5,11,0.545,6-5,Kent State,1558.7,1344.9,NA,2026-07-30T09:57:28Z,402.3,890.7
2019,117,Army,Independent,1249.2,5,5,10,0.5,5-5,Rice,1134.9,1208.7,NA,2026-07-30T09:57:28Z,0,824.2
2019,118,Fresno St,Mountain West,1199.1,3,7,10,0.3,3-7,UNLV,1159.5,1425.5,NA,2026-07-30T09:57:28Z,0,582.3
2019,119,Colorado St,Mountain West,1189.2,3,8,11,0.273,3-8,Fresno St,1199.1,1400.3,NA,2026-07-30T09:57:28Z,0,545.7
2019,120,N Illinois,MAC,1184.9,4,6,10,0.4,4-6,W Michigan,1368.1,1310.4,NA,2026-07-30T09:57:28Z,18.1,688
2019,121,Arkansas,SEC,1175.8,2,8,10,0.2,2-8,Colorado St,1189.2,1668,NA,2026-07-30T09:57:28Z,0,447.7
2019,122,Florida Intl,C-USA,1170.9,4,7,11,0.364,4-7,Miami,1374.2,1278.8,NA,2026-07-30T09:57:28Z,24.2,643.4
2019,123,UNLV,Mountain West,1159.5,3,7,10,0.3,3-7,San Jose State,1334.1,1383,NA,2026-07-30T09:57:28Z,0,563
2019,124,Rice,C-USA,1134.9,3,8,11,0.273,3-8,MTSU,1292.5,1372.6,NA,2026-07-30T09:57:28Z,0,520.8
2019,125,North Texas,C-USA,1134.7,3,7,10,0.3,3-7,MTSU,1292.5,1338.7,NA,2026-07-30T09:57:28Z,0,551
2019,126,Sacramento St,FCS,1122.1,8,3,11,0.727,8-3,N Arizona,878.8,835.2,NA,2026-07-30T09:57:28Z,0,926.7
2019,127,Texas St,Sun Belt,1105.4,3,8,11,0.273,3-8,Georgia St,1334,1460.9,NA,2026-07-30T09:57:28Z,0,507.2
2019,128,SE Louisiana,FCS,1056.8,1,1,2,0.5,1-1,Jax State,779.1,1146.2,NA,2026-07-30T09:57:28Z,0,697.2
2019,129,North Dakota,FCS,1056.6,1,1,2,0.5,1-1,Sam Houston,1010.4,1495,NA,2026-07-30T09:57:28Z,0,697.1
2019,130,East Carolina,AAC,1052.4,4,7,11,0.364,4-7,UConn,909.9,1290.3,NA,2026-07-30T09:57:28Z,0,573.9
2019,131,South Alabama,Sun Belt,1032.2,2,10,12,0.167,2-10,Arkansas State,1457.3,1451.8,NA,2026-07-30T09:57:28Z,107.3,363
2019,132,N'Western St,FCS,1029.5,1,1,2,0.5,1-1,Sam Houston,1010.4,1847.1,NA,2026-07-30T09:57:28Z,0,679.2
2019,133,UTSA,C-USA,1022.2,4,6,10,0.4,4-6,Rice,1134.9,1226.2,NA,2026-07-30T09:57:28Z,0,589.9
2019,134,Tennessee Tech,FCS,1020.2,1,1,2,0.5,1-1,Jax State,779.1,1174.3,NA,2026-07-30T09:57:28Z,0,673.1
2019,135,New Mexico,Mountain West,1011.2,2,9,11,0.182,2-9,Sam Houston,1010.4,1516.9,NA,2026-07-30T09:57:28Z,0,363.8
2019,136,Sam Houston,FCS,1010.4,7,4,11,0.636,7-4,Nicholls,798.9,772.7,NA,2026-07-30T09:57:28Z,0,770.1
2019,137,Northern Iowa,FCS,996.8,1,1,2,0.5,1-1,Missouri St,534.1,1122.1,NA,2026-07-30T09:57:28Z,0,657.6
2019,138,Richmond,FCS,985.7,1,2,3,0.333,1-2,Delaware,660.1,1239.5,NA,2026-07-30T09:57:28Z,0,509.6
2019,139,E Kentucky,FCS,969.1,1,1,2,0.5,1-1,Jax State,779.1,1200.6,NA,2026-07-30T09:57:28Z,0,639.4
2019,140,Indiana St,FCS,950.7,1,1,2,0.5,1-1,Missouri St,534.1,953.2,NA,2026-07-30T09:57:28Z,0,627.2
2019,141,SE Missouri,FCS,927,1,1,2,0.5,1-1,Jax State,779.1,1130.3,NA,2026-07-30T09:57:28Z,0,611.6
2019,142,Albany,FCS,923.4,1,1,2,0.5,1-1,Delaware,660.1,1014.2,NA,2026-07-30T09:57:28Z,0,609.2
2019,143,UConn,AAC,909.9,2,9,11,0.182,2-9,UMass,686.2,1415.2,NA,2026-07-30T09:57:28Z,0,327.4
2019,144,New Mexico St,Independent,905.1,2,9,11,0.182,2-9,UTEP,642.7,1329,NA,2026-07-30T09:57:28Z,0,325.6
2019,145,Bowling Green,MAC,888.4,1,9,10,0.1,1-9,Morgan St,557.2,1487.3,NA,2026-07-30T09:57:28Z,0,223.2
2019,146,N Arizona,FCS,878.8,1,2,3,0.333,1-2,Missouri St,534.1,1040.7,NA,2026-07-30T09:57:28Z,0,454.3
2019,147,Illinois St,FCS,842.4,1,2,3,0.333,1-2,Missouri St,534.1,1232.9,NA,2026-07-30T09:57:28Z,0,435.5
2019,148,Old Dominion,C-USA,841.4,1,9,10,0.1,1-9,Norfolk State,640.1,1368.4,NA,2026-07-30T09:57:28Z,0,211.4
2019,149,Nicholls,FCS,798.9,0,4,4,0,0-4,NA,NA,1469.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,150,Jax State,FCS,779.1,5,5,10,0.5,5-5,Murray St,600.6,813.1,NA,2026-07-30T09:57:28Z,0,514
2019,151,Villanova,FCS,762.9,1,0,1,1,1-0,Delaware,660.1,660.1,NA,2026-07-30T09:57:28Z,0,762.9
2019,152,South Dakota St,FCS,726.7,0,2,2,0,0-2,NA,NA,2027,NA,2026-07-30T09:57:28Z,NA,NA
2019,153,Towson,FCS,715.4,0,2,2,0,0-2,NA,NA,1926.1,NA,2026-07-30T09:57:28Z,NA,NA
2019,154,South Dakota,FCS,713,0,2,2,0,0-2,NA,NA,2047,NA,2026-07-30T09:57:28Z,NA,NA
2019,155,Furman,FCS,711.5,0,2,2,0,0-2,NA,NA,1503.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,156,Montana St,FCS,702.2,0,2,2,0,0-2,NA,NA,1726.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,157,Maine,FCS,700.7,0,2,2,0,0-2,NA,NA,1433.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,158,Campbell,FCS,699.9,0,2,2,0,0-2,NA,NA,1323.6,NA,2026-07-30T09:57:28Z,NA,NA
2019,159,Idaho St,FCS,699.2,0,2,2,0,0-2,NA,NA,1688,NA,2026-07-30T09:57:28Z,NA,NA
2019,160,Elon,FCS,696.9,0,2,2,0,0-2,NA,NA,1541,NA,2026-07-30T09:57:28Z,NA,NA
2019,161,Grambling,FCS,696.7,0,2,2,0,0-2,NA,NA,1470.3,NA,2026-07-30T09:57:28Z,NA,NA
2019,162,UT Martin,FCS,695,0,2,2,0,0-2,NA,NA,2011.8,NA,2026-07-30T09:57:28Z,NA,NA
2019,163,Monmouth,FCS,691.4,0,2,2,0,0-2,NA,NA,1451.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,164,Holy Cross,FCS,689.7,0,2,2,0,0-2,NA,NA,1724.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,165,W Carolina,FCS,689.5,0,2,2,0,0-2,NA,NA,1732.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,166,Portland St,FCS,687.6,0,2,2,0,0-2,NA,NA,1537.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,167,UMass,Independent,686.2,1,9,10,0.1,1-9,Akron,580.5,1211.4,NA,2026-07-30T09:57:28Z,0,172.4
2019,168,Hampton,FCS,682.1,0,2,2,0,0-2,NA,NA,1336.6,NA,2026-07-30T09:57:28Z,NA,NA
2019,169,UC Davis,FCS,677.1,0,3,3,0,0-3,NA,NA,1609.1,NA,2026-07-30T09:57:28Z,NA,NA
2019,170,Alabama St,FCS,676.6,0,3,3,0,0-3,NA,NA,1443.6,NA,2026-07-30T09:57:28Z,NA,NA
2019,171,VMI,FCS,667.5,0,2,2,0,0-2,NA,NA,1389.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,172,Wagner,FCS,665.2,0,2,2,0,0-2,NA,NA,1377.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,173,ETSU,FCS,661.7,0,2,2,0,0-2,NA,NA,1659.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,174,Delaware,FCS,660.1,5,5,10,0.5,5-5,New Hampshire,548.5,816.3,NA,2026-07-30T09:57:28Z,0,435.5
2019,175,Montana,FCS,660.1,0,2,2,0,0-2,NA,NA,1616.7,NA,2026-07-30T09:57:28Z,NA,NA
2019,176,Idaho,FCS,655.8,0,3,3,0,0-3,NA,NA,1653.6,NA,2026-07-30T09:57:28Z,NA,NA
2019,177,SF Austin,FCS,651.7,0,2,2,0,0-2,NA,NA,1506.7,NA,2026-07-30T09:57:28Z,NA,NA
2019,178,Cal Poly,FCS,650.9,0,2,2,0,0-2,NA,NA,1346.7,NA,2026-07-30T09:57:28Z,NA,NA
2019,179,McNeese,FCS,648.9,0,2,2,0,0-2,NA,NA,1383,NA,2026-07-30T09:57:28Z,NA,NA
2019,180,UTEP,C-USA,642.7,1,10,11,0.091,1-10,Houston Baptist,582.2,1211.9,NA,2026-07-30T09:57:28Z,0,152.6
2019,181,William & Mary,FCS,641.2,0,3,3,0,0-3,NA,NA,1438.1,NA,2026-07-30T09:57:28Z,NA,NA
2019,182,Norfolk State,FCS,640.1,0,2,2,0,0-2,NA,NA,1057.8,NA,2026-07-30T09:57:28Z,NA,NA
2019,183,N Colorado,FCS,628.4,0,3,3,0,0-3,NA,NA,1356.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,184,Gardner-Webb,FCS,609.9,0,3,3,0,0-3,NA,NA,1245,NA,2026-07-30T09:57:28Z,NA,NA
2019,185,Abilene Chrstn,FCS,609.6,0,3,3,0,0-3,NA,NA,1260.6,NA,2026-07-30T09:57:28Z,NA,NA
2019,186,Murray St,FCS,600.6,0,3,3,0,0-3,NA,NA,1455.1,NA,2026-07-30T09:57:28Z,NA,NA
2019,187,Houston Baptist,FCS,582.2,0,2,2,0,0-2,NA,NA,826.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,188,Akron,MAC,580.5,0,10,10,0,0-10,NA,NA,1335.8,NA,2026-07-30T09:57:28Z,NA,NA
2019,189,Tennessee St,FCS,570.4,0,2,2,0,0-2,NA,NA,1035.8,NA,2026-07-30T09:57:28Z,NA,NA
2019,190,E Washington,FCS,564.3,0,3,3,0,0-3,NA,NA,1284.3,NA,2026-07-30T09:57:28Z,NA,NA
