date,home,away,winner,loser,winner_pts,loser_pts,end_type
2021-01-22,New York Islanders,New Jersey Devils,New York Islanders,New Jersey Devils,4,1,REG
2021-01-22,Columbus Blue Jackets,Tampa Bay Lightning,Tampa Bay Lightning,Columbus Blue Jackets,3,2,OT
2021-01-22,Ottawa Senators,Winnipeg Jets,Winnipeg Jets,Ottawa Senators,4,1,REG
2021-01-22,Vancouver Canucks,Montreal Canadiens,Montreal Canadiens,Vancouver Canucks,7,3,REG
2021-01-22,Los Angeles Kings,Colorado Avalanche,Los Angeles Kings,Colorado Avalanche,4,2,REG
2021-01-23,Washington Capitals,Buffalo Sabres,Washington Capitals,Buffalo Sabres,4,3,SO
2021-01-23,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,New York Rangers,4,3,SO
2021-01-23,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,4,2,REG
2021-01-23,Chicago Blackhawks,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,4,1,REG
2021-01-23,Minnesota Wild,San Jose Sharks,Minnesota Wild,San Jose Sharks,4,1,REG
2021-01-23,Dallas Stars,Nashville Predators,Dallas Stars,Nashville Predators,4,0,REG
2021-01-23,Arizona Coyotes,Vegas Golden Knights,Arizona Coyotes,Vegas Golden Knights,5,2,REG
2021-01-23,Anaheim Ducks,Colorado Avalanche,Colorado Avalanche,Anaheim Ducks,3,2,OT
2021-01-23,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,Tampa Bay Lightning,5,2,REG
2021-01-24,Boston Bruins,Philadelphia Flyers,Boston Bruins,Philadelphia Flyers,5,1,REG
2021-01-24,Vancouver Canucks,Montreal Canadiens,Montreal Canadiens,Vancouver Canucks,5,2,REG
2021-01-24,St. Louis Blues,Los Angeles Kings,St. Louis Blues,Los Angeles Kings,4,2,REG
2021-01-24,Winnipeg Jets,Ottawa Senators,Winnipeg Jets,Ottawa Senators,6,3,REG
2021-01-24,Chicago Blackhawks,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,6,2,REG
2021-01-24,Washington Capitals,Buffalo Sabres,Buffalo Sabres,Washington Capitals,4,3,SO
2021-01-24,Calgary Flames,Toronto Maple Leafs,Toronto Maple Leafs,Calgary Flames,3,2,REG
2021-01-25,New Jersey Devils,New York Islanders,New Jersey Devils,New York Islanders,2,0,REG
2021-01-25,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,New York Rangers,3,2,REG
2021-01-25,St. Louis Blues,Los Angeles Kings,Los Angeles Kings,St. Louis Blues,6,3,REG
2021-01-25,Minnesota Wild,San Jose Sharks,San Jose Sharks,Minnesota Wild,5,3,REG
2021-01-25,Dallas Stars,Nashville Predators,Dallas Stars,Nashville Predators,3,2,REG
2021-01-25,Anaheim Ducks,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,3,1,REG
2021-01-25,Winnipeg Jets,Edmonton Oilers,Edmonton Oilers,Winnipeg Jets,4,3,REG
2021-01-26,Vancouver Canucks,Ottawa Senators,Vancouver Canucks,Ottawa Senators,5,1,REG
2021-01-27,Boston Bruins,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,3,2,OT
2021-01-27,Buffalo Sabres,New York Rangers,Buffalo Sabres,New York Rangers,3,2,REG
2021-01-27,New Jersey Devils,Philadelphia Flyers,Philadelphia Flyers,New Jersey Devils,5,3,REG
2021-01-27,Washington Capitals,New York Islanders,Washington Capitals,New York Islanders,3,2,REG
2021-01-27,Columbus Blue Jackets,Florida Panthers,Florida Panthers,Columbus Blue Jackets,4,3,SO
2021-01-27,Nashville Predators,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,3,2,OT
2021-01-27,Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,Edmonton Oilers,6,4,REG
2021-01-27,Minnesota Wild,Los Angeles Kings,Los Angeles Kings,Minnesota Wild,2,1,REG
2021-01-27,Dallas Stars,Detroit Red Wings,Dallas Stars,Detroit Red Wings,2,1,OT
2021-01-27,Calgary Flames,Toronto Maple Leafs,Toronto Maple Leafs,Calgary Flames,4,3,REG
2021-01-27,Colorado Avalanche,San Jose Sharks,Colorado Avalanche,San Jose Sharks,7,3,REG
2021-01-27,Vegas Golden Knights,St. Louis Blues,St. Louis Blues,Vegas Golden Knights,5,4,SO
2021-01-28,Nashville Predators,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,2,1,SO
2021-01-28,Vancouver Canucks,Ottawa Senators,Vancouver Canucks,Ottawa Senators,5,1,REG
2021-01-29,Boston Bruins,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,4,1,REG
2021-01-29,Buffalo Sabres,New York Rangers,New York Rangers,Buffalo Sabres,3,2,OT
2021-01-29,New Jersey Devils,Philadelphia Flyers,Philadelphia Flyers,New Jersey Devils,3,1,REG
2021-01-29,Washington Capitals,New York Islanders,Washington Capitals,New York Islanders,6,3,REG
2021-01-29,Columbus Blue Jackets,Florida Panthers,Columbus Blue Jackets,Florida Panthers,3,2,SO
2021-01-29,Montreal Canadiens,Calgary Flames,Montreal Canadiens,Calgary Flames,4,2,REG
2021-01-29,Minnesota Wild,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,5,3,REG
2021-01-29,Dallas Stars,Detroit Red Wings,Dallas Stars,Detroit Red Wings,7,3,REG
2021-01-29,Colorado Avalanche,San Jose Sharks,Colorado Avalanche,San Jose Sharks,3,0,REG
2021-01-29,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,3,2,REG
2021-01-29,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,Edmonton Oilers,4,3,REG
2021-01-29,Vancouver Canucks,Ottawa Senators,Vancouver Canucks,Ottawa Senators,4,1,REG
2021-01-30,Chicago Blackhawks,Columbus Blue Jackets,Columbus Blue Jackets,Chicago Blackhawks,2,1,REG
2021-01-30,Buffalo Sabres,New Jersey Devils,Buffalo Sabres,New Jersey Devils,4,3,SO
2021-01-31,New York Rangers,Pittsburgh Penguins,Pittsburgh Penguins,New York Rangers,5,4,OT
2021-01-31,Philadelphia Flyers,New York Islanders,Philadelphia Flyers,New York Islanders,3,2,OT
2021-01-31,Washington Capitals,Boston Bruins,Washington Capitals,Boston Bruins,4,3,OT
2021-01-31,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,Dallas Stars,4,1,REG
2021-01-31,Tampa Bay Lightning,Nashville Predators,Tampa Bay Lightning,Nashville Predators,4,3,REG
2021-01-31,Detroit Red Wings,Florida Panthers,Florida Panthers,Detroit Red Wings,3,2,OT
2021-01-31,Montreal Canadiens,Calgary Flames,Calgary Flames,Montreal Canadiens,2,0,REG
2021-01-31,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,4,3,OT
2021-01-31,Minnesota Wild,Colorado Avalanche,Colorado Avalanche,Minnesota Wild,5,1,REG
2021-01-31,Anaheim Ducks,St. Louis Blues,St. Louis Blues,Anaheim Ducks,5,1,REG
2021-01-31,Winnipeg Jets,Vancouver Canucks,Vancouver Canucks,Winnipeg Jets,4,1,REG
2021-01-31,Buffalo Sabres,New Jersey Devils,New Jersey Devils,Buffalo Sabres,5,3,REG
2021-01-31,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,Dallas Stars,4,3,SO
2021-01-31,Detroit Red Wings,Florida Panthers,Florida Panthers,Detroit Red Wings,3,2,REG
2021-02-01,Philadelphia Flyers,New York Islanders,Philadelphia Flyers,New York Islanders,4,3,OT
2021-02-01,Chicago Blackhawks,Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,3,1,REG
2021-02-01,Minnesota Wild,Colorado Avalanche,Minnesota Wild,Colorado Avalanche,4,3,OT
2021-02-01,Anaheim Ducks,St. Louis Blues,St. Louis Blues,Anaheim Ducks,4,1,REG
2021-02-01,Edmonton Oilers,Ottawa Senators,Edmonton Oilers,Ottawa Senators,8,5,REG
2021-02-02,New York Rangers,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,3,1,REG
2021-02-02,Washington Capitals,Boston Bruins,Boston Bruins,Washington Capitals,5,3,REG
2021-02-02,Tampa Bay Lightning,Nashville Predators,Tampa Bay Lightning,Nashville Predators,5,2,REG
2021-02-02,Montreal Canadiens,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,6,2,REG
2021-02-02,Winnipeg Jets,Calgary Flames,Calgary Flames,Winnipeg Jets,4,3,SO
2021-02-03,Columbus Blue Jackets,Dallas Stars,Dallas Stars,Columbus Blue Jackets,6,3,REG
2021-02-03,Montreal Canadiens,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,5,3,REG
2021-02-03,Chicago Blackhawks,Carolina Hurricanes,Carolina Hurricanes,Chicago Blackhawks,4,3,SO
2021-02-03,St. Louis Blues,Arizona Coyotes,St. Louis Blues,Arizona Coyotes,4,3,REG
2021-02-03,Winnipeg Jets,Calgary Flames,Winnipeg Jets,Calgary Flames,3,2,REG
2021-02-03,Colorado Avalanche,Minnesota Wild,Colorado Avalanche,Minnesota Wild,2,1,REG
2021-02-03,Edmonton Oilers,Ottawa Senators,Edmonton Oilers,Ottawa Senators,4,2,REG
2021-02-03,Los Angeles Kings,Anaheim Ducks,Anaheim Ducks,Los Angeles Kings,3,1,REG
2021-02-03,Tampa Bay Lightning,Detroit Red Wings,Tampa Bay Lightning,Detroit Red Wings,5,1,REG
2021-02-04,Philadelphia Flyers,Boston Bruins,Boston Bruins,Philadelphia Flyers,4,3,OT
2021-02-05,New York Rangers,Washington Capitals,New York Rangers,Washington Capitals,4,2,REG
2021-02-05,Florida Panthers,Nashville Predators,Nashville Predators,Florida Panthers,6,5,OT
2021-02-05,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,Dallas Stars,4,3,REG
2021-02-05,Montreal Canadiens,Ottawa Senators,Ottawa Senators,Montreal Canadiens,3,2,REG
2021-02-05,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,7,3,REG
2021-02-05,Chicago Blackhawks,Carolina Hurricanes,Chicago Blackhawks,Carolina Hurricanes,6,4,REG
2021-02-05,St. Louis Blues,Arizona Coyotes,Arizona Coyotes,St. Louis Blues,4,3,REG
2021-02-05,Winnipeg Jets,Calgary Flames,Winnipeg Jets,Calgary Flames,4,1,REG
2021-02-06,Philadelphia Flyers,Boston Bruins,Boston Bruins,Philadelphia Flyers,2,1,REG
2021-02-06,Tampa Bay Lightning,Detroit Red Wings,Tampa Bay Lightning,Detroit Red Wings,3,1,REG
2021-02-06,Florida Panthers,Nashville Predators,Florida Panthers,Nashville Predators,2,1,REG
2021-02-06,Vegas Golden Knights,Los Angeles Kings,Vegas Golden Knights,Los Angeles Kings,5,2,REG
2021-02-06,Anaheim Ducks,San Jose Sharks,San Jose Sharks,Anaheim Ducks,5,4,SO
2021-02-06,Ottawa Senators,Montreal Canadiens,Montreal Canadiens,Ottawa Senators,2,1,REG
2021-02-06,St. Louis Blues,Arizona Coyotes,Arizona Coyotes,St. Louis Blues,3,1,REG
2021-02-07,New York Islanders,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,4,3,REG
2021-02-07,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,5,1,REG
2021-02-07,Calgary Flames,Edmonton Oilers,Calgary Flames,Edmonton Oilers,6,4,REG
2021-02-07,Anaheim Ducks,San Jose Sharks,Anaheim Ducks,San Jose Sharks,2,1,SO
2021-02-07,Washington Capitals,Philadelphia Flyers,Philadelphia Flyers,Washington Capitals,7,4,REG
2021-02-07,Florida Panthers,Detroit Red Wings,Detroit Red Wings,Florida Panthers,4,1,REG
2021-02-07,Columbus Blue Jackets,Carolina Hurricanes,Carolina Hurricanes,Columbus Blue Jackets,6,5,REG
2021-02-07,Dallas Stars,Chicago Blackhawks,Chicago Blackhawks,Dallas Stars,2,1,OT
2021-02-07,Vegas Golden Knights,Los Angeles Kings,Vegas Golden Knights,Los Angeles Kings,4,3,REG
2021-02-09,New York Rangers,New York Islanders,New York Islanders,New York Rangers,2,0,REG
2021-02-09,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,3,2,REG
2021-02-09,Ottawa Senators,Edmonton Oilers,Edmonton Oilers,Ottawa Senators,3,1,REG
2021-02-09,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,3,1,REG
2021-02-09,Nashville Predators,Tampa Bay Lightning,Tampa Bay Lightning,Nashville Predators,4,1,REG
2021-02-09,St. Louis Blues,Arizona Coyotes,Arizona Coyotes,St. Louis Blues,4,3,SO
2021-02-10,Florida Panthers,Detroit Red Wings,Florida Panthers,Detroit Red Wings,2,1,REG
2021-02-10,Ottawa Senators,Edmonton Oilers,Edmonton Oilers,Ottawa Senators,3,2,REG
2021-02-10,Nashville Predators,Tampa Bay Lightning,Tampa Bay Lightning,Nashville Predators,5,1,REG
2021-02-10,Dallas Stars,Chicago Blackhawks,Chicago Blackhawks,Dallas Stars,2,1,OT
2021-02-10,Calgary Flames,Winnipeg Jets,Calgary Flames,Winnipeg Jets,3,2,REG
2021-02-10,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,5,4,REG
2021-02-10,Los Angeles Kings,San Jose Sharks,San Jose Sharks,Los Angeles Kings,4,3,SO
2021-02-11,New York Rangers,Boston Bruins,Boston Bruins,New York Rangers,3,2,OT
2021-02-11,Montreal Canadiens,Toronto Maple Leafs,Toronto Maple Leafs,Montreal Canadiens,4,2,REG
2021-02-12,New York Islanders,Pittsburgh Penguins,Pittsburgh Penguins,New York Islanders,4,3,SO
2021-02-12,Florida Panthers,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,5,2,REG
2021-02-12,Chicago Blackhawks,Columbus Blue Jackets,Columbus Blue Jackets,Chicago Blackhawks,6,5,REG
2021-02-12,Nashville Predators,Detroit Red Wings,Nashville Predators,Detroit Red Wings,3,2,REG
2021-02-12,Montreal Canadiens,Edmonton Oilers,Edmonton Oilers,Montreal Canadiens,3,0,REG
2021-02-12,Winnipeg Jets,Ottawa Senators,Winnipeg Jets,Ottawa Senators,5,1,REG
2021-02-12,Dallas Stars,Carolina Hurricanes,Carolina Hurricanes,Dallas Stars,5,3,REG
2021-02-12,Vancouver Canucks,Calgary Flames,Calgary Flames,Vancouver Canucks,3,1,REG
2021-02-12,Los Angeles Kings,San Jose Sharks,Los Angeles Kings,San Jose Sharks,6,2,REG
2021-02-13,Arizona Coyotes,St. Louis Blues,St. Louis Blues,Arizona Coyotes,4,1,REG
2021-02-13,Winnipeg Jets,Ottawa Senators,Ottawa Senators,Winnipeg Jets,2,1,REG
2021-02-13,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,San Jose Sharks,3,1,REG
2021-02-14,New York Islanders,Boston Bruins,New York Islanders,Boston Bruins,4,2,REG
2021-02-14,Florida Panthers,Tampa Bay Lightning,Tampa Bay Lightning,Florida Panthers,5,1,REG
2021-02-14,Toronto Maple Leafs,Montreal Canadiens,Montreal Canadiens,Toronto Maple Leafs,2,1,REG
2021-02-14,Chicago Blackhawks,Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,3,2,OT
2021-02-14,Nashville Predators,Detroit Red Wings,Detroit Red Wings,Nashville Predators,4,2,REG
2021-02-14,Dallas Stars,Carolina Hurricanes,Carolina Hurricanes,Dallas Stars,4,3,SO
2021-02-14,Arizona Coyotes,St. Louis Blues,St. Louis Blues,Arizona Coyotes,5,4,OT
2021-02-14,Vancouver Canucks,Calgary Flames,Vancouver Canucks,Calgary Flames,3,1,REG
2021-02-14,Pittsburgh Penguins,Washington Capitals,Pittsburgh Penguins,Washington Capitals,6,3,REG
2021-02-16,Buffalo Sabres,New York Islanders,New York Islanders,Buffalo Sabres,3,1,REG
2021-02-16,Toronto Maple Leafs,Ottawa Senators,Ottawa Senators,Toronto Maple Leafs,6,5,OT
2021-02-16,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,7,3,REG
2021-02-16,Tampa Bay Lightning,Florida Panthers,Florida Panthers,Tampa Bay Lightning,6,4,REG
2021-02-16,Detroit Red Wings,Chicago Blackhawks,Chicago Blackhawks,Detroit Red Wings,3,2,OT
2021-02-16,Edmonton Oilers,Winnipeg Jets,Winnipeg Jets,Edmonton Oilers,6,5,REG
2021-02-16,Vancouver Canucks,Calgary Flames,Calgary Flames,Vancouver Canucks,4,3,OT
2021-02-16,San Jose Sharks,Anaheim Ducks,San Jose Sharks,Anaheim Ducks,3,2,REG
2021-02-17,Buffalo Sabres,New York Islanders,New York Islanders,Buffalo Sabres,3,0,REG
2021-02-17,Pittsburgh Penguins,Washington Capitals,Washington Capitals,Pittsburgh Penguins,3,1,REG
2021-02-17,New York Rangers,New Jersey Devils,New Jersey Devils,New York Rangers,5,2,REG
2021-02-17,Vegas Golden Knights,Colorado Avalanche,Colorado Avalanche,Vegas Golden Knights,3,2,REG
2021-02-17,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,Minnesota Wild,4,0,REG
2021-02-17,Carolina Hurricanes,Florida Panthers,Florida Panthers,Carolina Hurricanes,4,3,OT
2021-02-18,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,Ottawa Senators,2,1,REG
2021-02-18,Detroit Red Wings,Chicago Blackhawks,Chicago Blackhawks,Detroit Red Wings,2,0,REG
2021-02-18,Calgary Flames,Vancouver Canucks,Vancouver Canucks,Calgary Flames,5,1,REG
2021-02-18,Edmonton Oilers,Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,3,2,REG
2021-02-19,Boston Bruins,New Jersey Devils,New Jersey Devils,Boston Bruins,3,2,REG
2021-02-19,Philadelphia Flyers,New York Rangers,New York Rangers,Philadelphia Flyers,3,2,SO
2021-02-19,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,New York Islanders,4,1,REG
2021-02-19,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,Nashville Predators,3,0,REG
2021-02-19,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,Ottawa Senators,7,3,REG
2021-02-19,Washington Capitals,Buffalo Sabres,Washington Capitals,Buffalo Sabres,3,1,REG
2021-02-19,St. Louis Blues,San Jose Sharks,St. Louis Blues,San Jose Sharks,3,2,OT
2021-02-19,Arizona Coyotes,Los Angeles Kings,Los Angeles Kings,Arizona Coyotes,3,2,SO
2021-02-19,Anaheim Ducks,Minnesota Wild,Minnesota Wild,Anaheim Ducks,3,1,REG
2021-02-20,Carolina Hurricanes,Chicago Blackhawks,Carolina Hurricanes,Chicago Blackhawks,5,3,REG
2021-02-20,Detroit Red Wings,Florida Panthers,Florida Panthers,Detroit Red Wings,6,2,REG
2021-02-20,Calgary Flames,Edmonton Oilers,Edmonton Oilers,Calgary Flames,2,1,REG
2021-02-20,Vancouver Canucks,Winnipeg Jets,Winnipeg Jets,Vancouver Canucks,2,0,REG
2021-02-20,New Jersey Devils,Buffalo Sabres,Buffalo Sabres,New Jersey Devils,3,2,REG
2021-02-20,Washington Capitals,New York Rangers,New York Rangers,Washington Capitals,4,1,REG
2021-02-20,Colorado Avalanche,Vegas Golden Knights,Colorado Avalanche,Vegas Golden Knights,3,2,REG
2021-02-20,Detroit Red Wings,Florida Panthers,Detroit Red Wings,Florida Panthers,2,1,REG
2021-02-21,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,New York Islanders,3,2,REG
2021-02-21,Columbus Blue Jackets,Nashville Predators,Nashville Predators,Columbus Blue Jackets,4,2,REG
2021-02-21,Montreal Canadiens,Toronto Maple Leafs,Toronto Maple Leafs,Montreal Canadiens,5,3,REG
2021-02-21,Arizona Coyotes,Los Angeles Kings,Los Angeles Kings,Arizona Coyotes,4,2,REG
2021-02-21,Carolina Hurricanes,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,4,0,REG
2021-02-21,St. Louis Blues,San Jose Sharks,San Jose Sharks,St. Louis Blues,5,4,REG
2021-02-21,Anaheim Ducks,Minnesota Wild,Minnesota Wild,Anaheim Ducks,5,1,REG
2021-02-21,Edmonton Oilers,Calgary Flames,Edmonton Oilers,Calgary Flames,5,1,REG
2021-02-21,Washington Capitals,New Jersey Devils,Washington Capitals,New Jersey Devils,4,3,REG
2021-02-22,Ottawa Senators,Montreal Canadiens,Ottawa Senators,Montreal Canadiens,3,2,OT
2021-02-22,Boston Bruins,Philadelphia Flyers,Boston Bruins,Philadelphia Flyers,7,3,REG
2021-02-22,Vancouver Canucks,Winnipeg Jets,Winnipeg Jets,Vancouver Canucks,4,3,OT
2021-02-23,Carolina Hurricanes,Tampa Bay Lightning,Tampa Bay Lightning,Carolina Hurricanes,4,2,REG
2021-02-23,Toronto Maple Leafs,Calgary Flames,Calgary Flames,Toronto Maple Leafs,3,0,REG
2021-02-23,Florida Panthers,Dallas Stars,Florida Panthers,Dallas Stars,3,1,REG
2021-02-23,New York Islanders,Buffalo Sabres,New York Islanders,Buffalo Sabres,3,2,REG
2021-02-23,St. Louis Blues,Los Angeles Kings,Los Angeles Kings,St. Louis Blues,3,0,REG
2021-02-23,Colorado Avalanche,Vegas Golden Knights,Vegas Golden Knights,Colorado Avalanche,3,0,REG
2021-02-23,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,4,3,REG
2021-02-23,San Jose Sharks,Minnesota Wild,Minnesota Wild,San Jose Sharks,6,2,REG
2021-02-24,New Jersey Devils,Buffalo Sabres,Buffalo Sabres,New Jersey Devils,4,1,REG
2021-02-24,Washington Capitals,Pittsburgh Penguins,Pittsburgh Penguins,Washington Capitals,3,2,OT
2021-02-24,Columbus Blue Jackets,Chicago Blackhawks,Chicago Blackhawks,Columbus Blue Jackets,6,5,SO
2021-02-24,Ottawa Senators,Montreal Canadiens,Ottawa Senators,Montreal Canadiens,5,4,SO
2021-02-24,Detroit Red Wings,Nashville Predators,Nashville Predators,Detroit Red Wings,2,0,REG
