date,home,away,winner,loser,winner_pts,loser_pts,end_type
2024-10-29,Boston Bruins,Philadelphia Flyers,Philadelphia Flyers,Boston Bruins,2,0,REG
2024-10-29,Montreal Canadiens,Seattle Kraken,Seattle Kraken,Montreal Canadiens,6,2,REG
2024-10-29,New York Islanders,Anaheim Ducks,Anaheim Ducks,New York Islanders,3,1,REG
2024-10-29,Pittsburgh Penguins,Minnesota Wild,Minnesota Wild,Pittsburgh Penguins,5,3,REG
2024-10-29,Ottawa Senators,St. Louis Blues,Ottawa Senators,St. Louis Blues,5,1,REG
2024-10-29,Washington Capitals,New York Rangers,Washington Capitals,New York Rangers,5,3,REG
2024-10-30,San Jose Sharks,Los Angeles Kings,San Jose Sharks,Los Angeles Kings,4,2,REG
2024-10-30,Columbus Blue Jackets,New York Islanders,Columbus Blue Jackets,New York Islanders,2,0,REG
2024-10-30,Detroit Red Wings,Winnipeg Jets,Winnipeg Jets,Detroit Red Wings,6,2,REG
2024-10-31,Colorado Avalanche,Tampa Bay Lightning,Tampa Bay Lightning,Colorado Avalanche,5,2,REG
2024-10-31,Utah Hockey Club,Calgary Flames,Utah Hockey Club,Calgary Flames,5,1,REG
2024-10-31,Los Angeles Kings,Vegas Golden Knights,Los Angeles Kings,Vegas Golden Knights,6,3,REG
2024-10-31,Vancouver Canucks,New Jersey Devils,New Jersey Devils,Vancouver Canucks,4,0,REG
2024-10-31,Toronto Maple Leafs,Seattle Kraken,Toronto Maple Leafs,Seattle Kraken,4,1,REG
2024-10-31,Philadelphia Flyers,St. Louis Blues,Philadelphia Flyers,St. Louis Blues,2,1,REG
2024-10-31,Pittsburgh Penguins,Anaheim Ducks,Pittsburgh Penguins,Anaheim Ducks,2,1,OT
2024-10-31,Washington Capitals,Montreal Canadiens,Washington Capitals,Montreal Canadiens,6,3,REG
2024-10-31,Carolina Hurricanes,Boston Bruins,Carolina Hurricanes,Boston Bruins,6,2,REG
2024-11-01,Nashville Predators,Edmonton Oilers,Edmonton Oilers,Nashville Predators,5,1,REG
2024-11-01,San Jose Sharks,Chicago Blackhawks,San Jose Sharks,Chicago Blackhawks,3,2,REG
2024-11-01,Dallas Stars,Florida Panthers,Florida Panthers,Dallas Stars,6,4,REG
2024-11-01,Buffalo Sabres,New York Islanders,New York Islanders,Buffalo Sabres,4,3,REG
2024-11-01,New York Rangers,Ottawa Senators,New York Rangers,Ottawa Senators,2,1,REG
2024-11-01,Columbus Blue Jackets,Winnipeg Jets,Winnipeg Jets,Columbus Blue Jackets,6,2,REG
2024-11-02,Minnesota Wild,Tampa Bay Lightning,Minnesota Wild,Tampa Bay Lightning,5,3,REG
2024-11-02,Calgary Flames,New Jersey Devils,Calgary Flames,New Jersey Devils,3,0,REG
2024-11-02,Florida Panthers,Dallas Stars,Florida Panthers,Dallas Stars,4,2,REG
2024-11-02,Philadelphia Flyers,Boston Bruins,Boston Bruins,Philadelphia Flyers,3,0,REG
2024-11-02,Los Angeles Kings,Chicago Blackhawks,Chicago Blackhawks,Los Angeles Kings,4,3,SO
2024-11-02,Washington Capitals,Columbus Blue Jackets,Washington Capitals,Columbus Blue Jackets,6,2,REG
2024-11-02,Ottawa Senators,Seattle Kraken,Ottawa Senators,Seattle Kraken,3,0,REG
2024-11-02,Detroit Red Wings,Buffalo Sabres,Detroit Red Wings,Buffalo Sabres,2,1,REG
2024-11-02,Pittsburgh Penguins,Montreal Canadiens,Pittsburgh Penguins,Montreal Canadiens,3,1,REG
2024-11-02,St. Louis Blues,Toronto Maple Leafs,St. Louis Blues,Toronto Maple Leafs,4,2,REG
2024-11-03,Nashville Predators,Colorado Avalanche,Nashville Predators,Colorado Avalanche,5,2,REG
2024-11-03,Vegas Golden Knights,Utah Hockey Club,Vegas Golden Knights,Utah Hockey Club,4,3,OT
2024-11-03,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,San Jose Sharks,3,2,REG
2024-11-03,New York Rangers,New York Islanders,New York Rangers,New York Islanders,5,2,REG
2024-11-03,Winnipeg Jets,Tampa Bay Lightning,Winnipeg Jets,Tampa Bay Lightning,7,4,REG
2024-11-03,Boston Bruins,Seattle Kraken,Boston Bruins,Seattle Kraken,2,0,REG
2024-11-03,Carolina Hurricanes,Washington Capitals,Carolina Hurricanes,Washington Capitals,4,2,REG
2024-11-03,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,Toronto Maple Leafs,2,1,OT
2024-11-04,Calgary Flames,Edmonton Oilers,Edmonton Oilers,Calgary Flames,4,2,REG
2024-11-04,Anaheim Ducks,Chicago Blackhawks,Chicago Blackhawks,Anaheim Ducks,4,2,REG
2024-11-05,Nashville Predators,Los Angeles Kings,Los Angeles Kings,Nashville Predators,3,0,REG
2024-11-05,Edmonton Oilers,New Jersey Devils,New Jersey Devils,Edmonton Oilers,3,0,REG
2024-11-06,Buffalo Sabres,Ottawa Senators,Buffalo Sabres,Ottawa Senators,5,1,REG
2024-11-06,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,Boston Bruins,4,0,REG
2024-11-06,Montreal Canadiens,Calgary Flames,Calgary Flames,Montreal Canadiens,3,2,OT
2024-11-06,Carolina Hurricanes,Philadelphia Flyers,Carolina Hurricanes,Philadelphia Flyers,6,4,REG
2024-11-06,New York Islanders,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,4,3,SO
2024-11-06,St. Louis Blues,Tampa Bay Lightning,St. Louis Blues,Tampa Bay Lightning,3,2,REG
2024-11-06,Minnesota Wild,Los Angeles Kings,Los Angeles Kings,Minnesota Wild,5,1,REG
2024-11-06,Winnipeg Jets,Utah Hockey Club,Winnipeg Jets,Utah Hockey Club,3,0,REG
2024-11-06,Colorado Avalanche,Seattle Kraken,Colorado Avalanche,Seattle Kraken,6,3,REG
2024-11-06,Anaheim Ducks,Vancouver Canucks,Vancouver Canucks,Anaheim Ducks,5,1,REG
2024-11-06,San Jose Sharks,Columbus Blue Jackets,San Jose Sharks,Columbus Blue Jackets,2,1,OT
2024-11-07,Washington Capitals,Nashville Predators,Washington Capitals,Nashville Predators,3,2,REG
2024-11-07,Chicago Blackhawks,Detroit Red Wings,Detroit Red Wings,Chicago Blackhawks,4,1,REG
2024-11-07,Edmonton Oilers,Vegas Golden Knights,Vegas Golden Knights,Edmonton Oilers,4,2,REG
2024-11-08,Boston Bruins,Calgary Flames,Boston Bruins,Calgary Flames,4,3,OT
2024-11-08,Ottawa Senators,New York Islanders,New York Islanders,Ottawa Senators,4,2,REG
2024-11-08,Florida Panthers,Nashville Predators,Florida Panthers,Nashville Predators,6,2,REG
2024-11-08,New Jersey Devils,Montreal Canadiens,New Jersey Devils,Montreal Canadiens,5,3,REG
2024-11-08,New York Rangers,Buffalo Sabres,Buffalo Sabres,New York Rangers,5,1,REG
2024-11-08,Carolina Hurricanes,Pittsburgh Penguins,Carolina Hurricanes,Pittsburgh Penguins,5,1,REG
2024-11-08,Tampa Bay Lightning,Philadelphia Flyers,Philadelphia Flyers,Tampa Bay Lightning,2,1,SO
2024-11-08,St. Louis Blues,Utah Hockey Club,Utah Hockey Club,St. Louis Blues,4,2,REG
2024-11-08,Dallas Stars,Chicago Blackhawks,Dallas Stars,Chicago Blackhawks,3,1,REG
2024-11-08,Los Angeles Kings,Vancouver Canucks,Vancouver Canucks,Los Angeles Kings,4,2,REG
2024-11-08,San Jose Sharks,Minnesota Wild,Minnesota Wild,San Jose Sharks,5,2,REG
2024-11-09,Toronto Maple Leafs,Detroit Red Wings,Toronto Maple Leafs,Detroit Red Wings,3,1,REG
2024-11-09,Washington Capitals,Pittsburgh Penguins,Pittsburgh Penguins,Washington Capitals,4,2,REG
2024-11-09,Anaheim Ducks,Minnesota Wild,Minnesota Wild,Anaheim Ducks,5,2,REG
2024-11-09,Seattle Kraken,Vegas Golden Knights,Seattle Kraken,Vegas Golden Knights,4,3,OT
2024-11-09,Buffalo Sabres,Calgary Flames,Buffalo Sabres,Calgary Flames,3,2,SO
2024-11-09,Winnipeg Jets,Dallas Stars,Winnipeg Jets,Dallas Stars,4,1,REG
2024-11-09,Florida Panthers,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,4,3,SO
2024-11-10,Boston Bruins,Ottawa Senators,Ottawa Senators,Boston Bruins,3,2,OT
2024-11-10,Toronto Maple Leafs,Montreal Canadiens,Toronto Maple Leafs,Montreal Canadiens,4,1,REG
2024-11-10,Detroit Red Wings,New York Rangers,New York Rangers,Detroit Red Wings,4,0,REG
2024-11-10,St. Louis Blues,Washington Capitals,Washington Capitals,St. Louis Blues,5,1,REG
2024-11-10,New York Islanders,New Jersey Devils,New Jersey Devils,New York Islanders,4,3,OT
2024-11-10,Nashville Predators,Utah Hockey Club,Nashville Predators,Utah Hockey Club,4,0,REG
2024-11-10,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,Carolina Hurricanes,6,4,REG
2024-11-10,Los Angeles Kings,Columbus Blue Jackets,Los Angeles Kings,Columbus Blue Jackets,5,2,REG
2024-11-10,Vancouver Canucks,Edmonton Oilers,Edmonton Oilers,Vancouver Canucks,7,3,REG
