date,home,away,winner,loser,winner_pts,loser_pts,end_type
2014-10-12,San Jose Sharks,Winnipeg Jets,San Jose Sharks,Winnipeg Jets,3,0,REG
2014-10-12,Vancouver Canucks,Edmonton Oilers,Vancouver Canucks,Edmonton Oilers,5,4,SO
2014-10-12,New York Rangers,Toronto Maple Leafs,Toronto Maple Leafs,New York Rangers,6,3,REG
2014-10-13,Los Angeles Kings,Winnipeg Jets,Los Angeles Kings,Winnipeg Jets,4,1,REG
2014-10-13,Boston Bruins,Colorado Avalanche,Colorado Avalanche,Boston Bruins,2,1,REG
2014-10-13,Buffalo Sabres,Anaheim Ducks,Anaheim Ducks,Buffalo Sabres,5,1,REG
2014-10-13,Tampa Bay Lightning,Montreal Canadiens,Tampa Bay Lightning,Montreal Canadiens,5,1,REG
2014-10-14,New York Rangers,New York Islanders,New York Islanders,New York Rangers,6,3,REG
2014-10-14,Philadelphia Flyers,Anaheim Ducks,Anaheim Ducks,Philadelphia Flyers,4,3,SO
2014-10-14,Washington Capitals,San Jose Sharks,San Jose Sharks,Washington Capitals,6,5,SO
2014-10-14,Columbus Blue Jackets,Dallas Stars,Dallas Stars,Columbus Blue Jackets,4,2,REG
2014-10-14,Carolina Hurricanes,Buffalo Sabres,Buffalo Sabres,Carolina Hurricanes,4,3,SO
2014-10-14,Toronto Maple Leafs,Colorado Avalanche,Toronto Maple Leafs,Colorado Avalanche,3,2,OT
2014-10-14,Tampa Bay Lightning,New Jersey Devils,New Jersey Devils,Tampa Bay Lightning,2,1,REG
2014-10-15,Nashville Predators,Calgary Flames,Calgary Flames,Nashville Predators,3,2,SO
2014-10-15,Los Angeles Kings,Edmonton Oilers,Los Angeles Kings,Edmonton Oilers,5,1,REG
2014-10-15,Detroit Red Wings,Boston Bruins,Boston Bruins,Detroit Red Wings,3,2,SO
2014-10-15,Chicago Blackhawks,Calgary Flames,Calgary Flames,Chicago Blackhawks,2,1,OT
2014-10-15,Arizona Coyotes,Edmonton Oilers,Arizona Coyotes,Edmonton Oilers,7,4,REG
2014-10-16,New York Rangers,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,2,1,SO
2014-10-16,Montreal Canadiens,Boston Bruins,Montreal Canadiens,Boston Bruins,6,4,REG
2014-10-16,Ottawa Senators,Colorado Avalanche,Ottawa Senators,Colorado Avalanche,5,3,REG
2014-10-16,Washington Capitals,New Jersey Devils,Washington Capitals,New Jersey Devils,6,2,REG
2014-10-16,New York Islanders,San Jose Sharks,New York Islanders,San Jose Sharks,4,3,SO
2014-10-16,Pittsburgh Penguins,Dallas Stars,Dallas Stars,Pittsburgh Penguins,3,2,REG
2014-10-17,Columbus Blue Jackets,Calgary Flames,Columbus Blue Jackets,Calgary Flames,3,2,REG
2014-10-17,Toronto Maple Leafs,Detroit Red Wings,Detroit Red Wings,Toronto Maple Leafs,4,1,REG
2014-10-18,Winnipeg Jets,Nashville Predators,Nashville Predators,Winnipeg Jets,2,0,REG
2014-10-18,Edmonton Oilers,Vancouver Canucks,Vancouver Canucks,Edmonton Oilers,2,0,REG
2014-10-18,Anaheim Ducks,Minnesota Wild,Anaheim Ducks,Minnesota Wild,2,1,REG
2014-10-18,Buffalo Sabres,Boston Bruins,Boston Bruins,Buffalo Sabres,4,0,REG
2014-10-18,Montreal Canadiens,Colorado Avalanche,Montreal Canadiens,Colorado Avalanche,3,2,REG
2014-10-18,Ottawa Senators,Columbus Blue Jackets,Ottawa Senators,Columbus Blue Jackets,3,2,REG
2014-10-18,Washington Capitals,Florida Panthers,Washington Capitals,Florida Panthers,2,1,SO
2014-10-18,New Jersey Devils,San Jose Sharks,San Jose Sharks,New Jersey Devils,4,2,REG
2014-10-18,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,New York Islanders,3,1,REG
2014-10-19,Dallas Stars,Philadelphia Flyers,Philadelphia Flyers,Dallas Stars,6,5,OT
2014-10-19,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,Nashville Predators,2,1,OT
2014-10-19,Arizona Coyotes,St. Louis Blues,St. Louis Blues,Arizona Coyotes,5,1,REG
2014-10-19,Vancouver Canucks,Tampa Bay Lightning,Tampa Bay Lightning,Vancouver Canucks,4,2,REG
2014-10-19,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,Minnesota Wild,2,1,REG
2014-10-19,New York Rangers,San Jose Sharks,New York Rangers,San Jose Sharks,4,0,REG
2014-10-19,Winnipeg Jets,Calgary Flames,Calgary Flames,Winnipeg Jets,4,1,REG
2014-10-20,Anaheim Ducks,St. Louis Blues,Anaheim Ducks,St. Louis Blues,3,0,REG
2014-10-21,Edmonton Oilers,Tampa Bay Lightning,Edmonton Oilers,Tampa Bay Lightning,3,2,REG
2014-10-21,Boston Bruins,San Jose Sharks,Boston Bruins,San Jose Sharks,5,3,REG
2014-10-21,New York Islanders,Toronto Maple Leafs,Toronto Maple Leafs,New York Islanders,5,2,REG
2014-10-21,New Jersey Devils,New York Rangers,New York Rangers,New Jersey Devils,4,3,OT
2014-10-21,Montreal Canadiens,Detroit Red Wings,Montreal Canadiens,Detroit Red Wings,2,1,OT
2014-10-22,Winnipeg Jets,Carolina Hurricanes,Winnipeg Jets,Carolina Hurricanes,3,1,REG
2014-10-22,Nashville Predators,Arizona Coyotes,Nashville Predators,Arizona Coyotes,4,3,SO
2014-10-22,Chicago Blackhawks,Philadelphia Flyers,Chicago Blackhawks,Philadelphia Flyers,4,0,REG
2014-10-22,Dallas Stars,Vancouver Canucks,Dallas Stars,Vancouver Canucks,6,3,REG
2014-10-22,Calgary Flames,Tampa Bay Lightning,Tampa Bay Lightning,Calgary Flames,2,1,OT
2014-10-22,Colorado Avalanche,Florida Panthers,Florida Panthers,Colorado Avalanche,4,3,OT
2014-10-23,Pittsburgh Penguins,Philadelphia Flyers,Philadelphia Flyers,Pittsburgh Penguins,5,3,REG
2014-10-23,Edmonton Oilers,Washington Capitals,Edmonton Oilers,Washington Capitals,3,2,REG
2014-10-23,Anaheim Ducks,Buffalo Sabres,Anaheim Ducks,Buffalo Sabres,4,1,REG
2014-10-23,Boston Bruins,New York Islanders,New York Islanders,Boston Bruins,3,2,REG
2014-10-23,Detroit Red Wings,Pittsburgh Penguins,Detroit Red Wings,Pittsburgh Penguins,4,3,OT
2014-10-24,Nashville Predators,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,3,2,REG
2014-10-24,St. Louis Blues,Vancouver Canucks,Vancouver Canucks,St. Louis Blues,4,1,REG
2014-10-24,Minnesota Wild,Arizona Coyotes,Minnesota Wild,Arizona Coyotes,2,0,REG
2014-10-24,Calgary Flames,Carolina Hurricanes,Calgary Flames,Carolina Hurricanes,4,0,REG
2014-10-24,Los Angeles Kings,Buffalo Sabres,Los Angeles Kings,Buffalo Sabres,2,0,REG
2014-10-24,San Jose Sharks,Columbus Blue Jackets,Columbus Blue Jackets,San Jose Sharks,5,4,REG
2014-10-24,New Jersey Devils,Dallas Stars,Dallas Stars,New Jersey Devils,3,2,SO
2014-10-25,Winnipeg Jets,Tampa Bay Lightning,Tampa Bay Lightning,Winnipeg Jets,4,2,REG
2014-10-25,Colorado Avalanche,Vancouver Canucks,Colorado Avalanche,Vancouver Canucks,7,3,REG
2014-10-25,Edmonton Oilers,Carolina Hurricanes,Edmonton Oilers,Carolina Hurricanes,6,3,REG
2014-10-25,Anaheim Ducks,Columbus Blue Jackets,Anaheim Ducks,Columbus Blue Jackets,4,1,REG
2014-10-25,San Jose Sharks,Buffalo Sabres,Buffalo Sabres,San Jose Sharks,2,1,REG
2014-10-25,Toronto Maple Leafs,Boston Bruins,Boston Bruins,Toronto Maple Leafs,4,1,REG
2014-10-25,Montreal Canadiens,New York Rangers,Montreal Canadiens,New York Rangers,3,1,REG
2014-10-25,Ottawa Senators,New Jersey Devils,New Jersey Devils,Ottawa Senators,3,2,OT
2014-10-25,Philadelphia Flyers,Detroit Red Wings,Philadelphia Flyers,Detroit Red Wings,4,2,REG
2014-10-25,New York Islanders,Dallas Stars,New York Islanders,Dallas Stars,7,5,REG
2014-10-26,Minnesota Wild,Tampa Bay Lightning,Minnesota Wild,Tampa Bay Lightning,6,2,REG
2014-10-26,Nashville Predators,Pittsburgh Penguins,Pittsburgh Penguins,Nashville Predators,3,0,REG
2014-10-26,St. Louis Blues,Chicago Blackhawks,St. Louis Blues,Chicago Blackhawks,3,2,REG
2014-10-26,Arizona Coyotes,Florida Panthers,Arizona Coyotes,Florida Panthers,2,1,OT
2014-10-26,Calgary Flames,Washington Capitals,Washington Capitals,Calgary Flames,3,1,REG
2014-10-26,Winnipeg Jets,Colorado Avalanche,Winnipeg Jets,Colorado Avalanche,2,1,OT
2014-10-26,Los Angeles Kings,Columbus Blue Jackets,Los Angeles Kings,Columbus Blue Jackets,5,2,REG
2014-10-26,Chicago Blackhawks,Ottawa Senators,Chicago Blackhawks,Ottawa Senators,2,1,REG
2014-10-27,Anaheim Ducks,San Jose Sharks,San Jose Sharks,Anaheim Ducks,4,1,REG
2014-10-27,Vancouver Canucks,Washington Capitals,Vancouver Canucks,Washington Capitals,4,2,REG
2014-10-27,New York Rangers,Minnesota Wild,New York Rangers,Minnesota Wild,5,4,REG
2014-10-28,Edmonton Oilers,Montreal Canadiens,Edmonton Oilers,Montreal Canadiens,3,0,REG
2014-10-28,Boston Bruins,Minnesota Wild,Minnesota Wild,Boston Bruins,4,3,REG
2014-10-28,Columbus Blue Jackets,Ottawa Senators,Ottawa Senators,Columbus Blue Jackets,5,2,REG
2014-10-28,Pittsburgh Penguins,New Jersey Devils,Pittsburgh Penguins,New Jersey Devils,7,3,REG
2014-10-28,New York Islanders,Winnipeg Jets,Winnipeg Jets,New York Islanders,4,3,REG
2014-10-28,Philadelphia Flyers,Los Angeles Kings,Philadelphia Flyers,Los Angeles Kings,3,2,OT
2014-10-28,Toronto Maple Leafs,Buffalo Sabres,Toronto Maple Leafs,Buffalo Sabres,4,0,REG
2014-10-28,Tampa Bay Lightning,Arizona Coyotes,Tampa Bay Lightning,Arizona Coyotes,7,3,REG
2014-10-29,Dallas Stars,St. Louis Blues,St. Louis Blues,Dallas Stars,4,3,OT
2014-10-29,Calgary Flames,Montreal Canadiens,Montreal Canadiens,Calgary Flames,2,1,SO
2014-10-29,Colorado Avalanche,San Jose Sharks,San Jose Sharks,Colorado Avalanche,3,2,SO
2014-10-29,Vancouver Canucks,Carolina Hurricanes,Vancouver Canucks,Carolina Hurricanes,4,1,REG
2014-10-29,Washington Capitals,Detroit Red Wings,Detroit Red Wings,Washington Capitals,4,2,REG
2014-10-30,Edmonton Oilers,Nashville Predators,Nashville Predators,Edmonton Oilers,4,1,REG
2014-10-30,Buffalo Sabres,Boston Bruins,Boston Bruins,Buffalo Sabres,3,2,OT
2014-10-30,New Jersey Devils,Winnipeg Jets,New Jersey Devils,Winnipeg Jets,2,1,SO
2014-10-30,Pittsburgh Penguins,Los Angeles Kings,Pittsburgh Penguins,Los Angeles Kings,3,0,REG
2014-10-30,Ottawa Senators,Chicago Blackhawks,Chicago Blackhawks,Ottawa Senators,5,4,SO
2014-10-30,Tampa Bay Lightning,Philadelphia Flyers,Tampa Bay Lightning,Philadelphia Flyers,4,3,REG
2014-10-30,Florida Panthers,Arizona Coyotes,Florida Panthers,Arizona Coyotes,2,1,REG
2014-10-31,St. Louis Blues,Anaheim Ducks,St. Louis Blues,Anaheim Ducks,2,0,REG
2014-10-31,Minnesota Wild,San Jose Sharks,Minnesota Wild,San Jose Sharks,4,3,SO
2014-10-31,Colorado Avalanche,New York Islanders,Colorado Avalanche,New York Islanders,4,0,REG
2014-10-31,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,Montreal Canadiens,3,2,OT
2014-10-31,Columbus Blue Jackets,Toronto Maple Leafs,Toronto Maple Leafs,Columbus Blue Jackets,4,1,REG
2014-10-31,Detroit Red Wings,Los Angeles Kings,Detroit Red Wings,Los Angeles Kings,5,2,REG
2014-11-01,Dallas Stars,Anaheim Ducks,Anaheim Ducks,Dallas Stars,2,1,OT
2014-11-01,Calgary Flames,Nashville Predators,Calgary Flames,Nashville Predators,4,3,REG
2014-11-01,Boston Bruins,Ottawa Senators,Boston Bruins,Ottawa Senators,4,2,REG
2014-11-01,Pittsburgh Penguins,Buffalo Sabres,Pittsburgh Penguins,Buffalo Sabres,4,0,REG
2014-11-01,Toronto Maple Leafs,Chicago Blackhawks,Toronto Maple Leafs,Chicago Blackhawks,3,2,REG
2014-11-01,Tampa Bay Lightning,Washington Capitals,Tampa Bay Lightning,Washington Capitals,4,3,REG
2014-11-01,Florida Panthers,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,2,1,REG
2014-11-01,New Jersey Devils,Columbus Blue Jackets,New Jersey Devils,Columbus Blue Jackets,3,2,REG
2014-11-01,Carolina Hurricanes,Arizona Coyotes,Carolina Hurricanes,Arizona Coyotes,3,0,REG
2014-11-02,St. Louis Blues,Colorado Avalanche,St. Louis Blues,Colorado Avalanche,3,2,SO
2014-11-02,Minnesota Wild,Dallas Stars,Minnesota Wild,Dallas Stars,4,1,REG
2014-11-02,Edmonton Oilers,Vancouver Canucks,Vancouver Canucks,Edmonton Oilers,3,2,REG
2014-11-02,San Jose Sharks,New York Islanders,San Jose Sharks,New York Islanders,3,1,REG
2014-11-02,Buffalo Sabres,Detroit Red Wings,Buffalo Sabres,Detroit Red Wings,3,2,SO
2014-11-02,Carolina Hurricanes,Los Angeles Kings,Carolina Hurricanes,Los Angeles Kings,3,2,REG
2014-11-03,Montreal Canadiens,Calgary Flames,Calgary Flames,Montreal Canadiens,6,2,REG
2014-11-03,Washington Capitals,Arizona Coyotes,Arizona Coyotes,Washington Capitals,6,5,REG
2014-11-03,Colorado Avalanche,Anaheim Ducks,Anaheim Ducks,Colorado Avalanche,3,2,REG
2014-11-03,Vancouver Canucks,Nashville Predators,Nashville Predators,Vancouver Canucks,3,1,REG
2014-11-04,New York Rangers,St. Louis Blues,St. Louis Blues,New York Rangers,4,3,SO
2014-11-05,Boston Bruins,Florida Panthers,Boston Bruins,Florida Panthers,2,1,OT
2014-11-05,Philadelphia Flyers,Edmonton Oilers,Philadelphia Flyers,Edmonton Oilers,4,1,REG
2014-11-05,Washington Capitals,Calgary Flames,Calgary Flames,Washington Capitals,4,3,OT
2014-11-05,Columbus Blue Jackets,Carolina Hurricanes,Carolina Hurricanes,Columbus Blue Jackets,4,2,REG
2014-11-05,Montreal Canadiens,Chicago Blackhawks,Chicago Blackhawks,Montreal Canadiens,4,0,REG
2014-11-05,Ottawa Senators,Detroit Red Wings,Ottawa Senators,Detroit Red Wings,3,1,REG
2014-11-05,Minnesota Wild,Pittsburgh Penguins,Pittsburgh Penguins,Minnesota Wild,4,1,REG
2014-11-05,Winnipeg Jets,Nashville Predators,Winnipeg Jets,Nashville Predators,3,1,REG
2014-11-05,Dallas Stars,Los Angeles Kings,Los Angeles Kings,Dallas Stars,3,1,REG
2014-11-05,Arizona Coyotes,Toronto Maple Leafs,Arizona Coyotes,Toronto Maple Leafs,3,2,REG
2014-11-05,Colorado Avalanche,Vancouver Canucks,Vancouver Canucks,Colorado Avalanche,5,2,REG
2014-11-06,Buffalo Sabres,Montreal Canadiens,Montreal Canadiens,Buffalo Sabres,2,1,SO
2014-11-06,New York Rangers,Detroit Red Wings,New York Rangers,Detroit Red Wings,4,3,OT
2014-11-06,Anaheim Ducks,New York Islanders,New York Islanders,Anaheim Ducks,3,2,OT
2014-11-07,Boston Bruins,Edmonton Oilers,Boston Bruins,Edmonton Oilers,5,2,REG
2014-11-07,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,Florida Panthers,4,1,REG
2014-11-07,Ottawa Senators,Minnesota Wild,Ottawa Senators,Minnesota Wild,3,0,REG
2014-11-07,Tampa Bay Lightning,Calgary Flames,Tampa Bay Lightning,Calgary Flames,5,2,REG
2014-11-07,St. Louis Blues,New Jersey Devils,St. Louis Blues,New Jersey Devils,4,3,REG
2014-11-07,Winnipeg Jets,Pittsburgh Penguins,Pittsburgh Penguins,Winnipeg Jets,4,3,SO
2014-11-07,Dallas Stars,Nashville Predators,Nashville Predators,Dallas Stars,3,2,REG
2014-11-07,Colorado Avalanche,Toronto Maple Leafs,Colorado Avalanche,Toronto Maple Leafs,4,3,SO
2014-11-07,Los Angeles Kings,New York Islanders,New York Islanders,Los Angeles Kings,2,1,SO
2014-11-07,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,San Jose Sharks,3,2,REG
2014-11-08,Buffalo Sabres,Edmonton Oilers,Edmonton Oilers,Buffalo Sabres,3,2,REG
2014-11-08,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,3,2,OT
2014-11-08,Detroit Red Wings,New Jersey Devils,Detroit Red Wings,New Jersey Devils,4,2,REG
2014-11-08,Chicago Blackhawks,Washington Capitals,Washington Capitals,Chicago Blackhawks,3,2,REG
2014-11-08,Anaheim Ducks,Arizona Coyotes,Arizona Coyotes,Anaheim Ducks,3,2,SO
2014-11-08,Florida Panthers,Calgary Flames,Calgary Flames,Florida Panthers,6,4,REG
2014-11-09,Buffalo Sabres,Pittsburgh Penguins,Pittsburgh Penguins,Buffalo Sabres,5,1,REG
2014-11-09,Toronto Maple Leafs,New York Rangers,Toronto Maple Leafs,New York Rangers,5,4,REG
2014-11-09,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,Minnesota Wild,4,1,REG
2014-11-09,Ottawa Senators,Winnipeg Jets,Winnipeg Jets,Ottawa Senators,2,1,SO
2014-11-09,Columbus Blue Jackets,Tampa Bay Lightning,Tampa Bay Lightning,Columbus Blue Jackets,7,4,REG
2014-11-09,Philadelphia Flyers,Colorado Avalanche,Philadelphia Flyers,Colorado Avalanche,4,3,REG
2014-11-09,Washington Capitals,Carolina Hurricanes,Washington Capitals,Carolina Hurricanes,4,3,OT
2014-11-09,St. Louis Blues,Nashville Predators,Nashville Predators,St. Louis Blues,2,1,REG
2014-11-09,Dallas Stars,San Jose Sharks,San Jose Sharks,Dallas Stars,5,3,REG
2014-11-09,Los Angeles Kings,Vancouver Canucks,Los Angeles Kings,Vancouver Canucks,5,1,REG
2014-11-09,Detroit Red Wings,Tampa Bay Lightning,Tampa Bay Lightning,Detroit Red Wings,4,3,SO
2014-11-09,New York Rangers,Edmonton Oilers,Edmonton Oilers,New York Rangers,3,1,REG
2014-11-09,Ottawa Senators,Toronto Maple Leafs,Toronto Maple Leafs,Ottawa Senators,5,3,REG
2014-11-10,Chicago Blackhawks,San Jose Sharks,Chicago Blackhawks,San Jose Sharks,5,2,REG
2014-11-10,Anaheim Ducks,Vancouver Canucks,Vancouver Canucks,Anaheim Ducks,2,1,SO
2014-11-11,Boston Bruins,New Jersey Devils,Boston Bruins,New Jersey Devils,4,2,REG
2014-11-11,Carolina Hurricanes,Calgary Flames,Carolina Hurricanes,Calgary Flames,4,1,REG
2014-11-12,New Jersey Devils,Minnesota Wild,New Jersey Devils,Minnesota Wild,3,1,REG
2014-11-12,New York Islanders,Colorado Avalanche,New York Islanders,Colorado Avalanche,4,0,REG
2014-11-12,New York Rangers,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,4,0,REG
2014-11-12,Washington Capitals,Columbus Blue Jackets,Washington Capitals,Columbus Blue Jackets,4,2,REG
2014-11-12,Montreal Canadiens,Winnipeg Jets,Montreal Canadiens,Winnipeg Jets,3,0,REG
2014-11-12,Florida Panthers,San Jose Sharks,Florida Panthers,San Jose Sharks,4,1,REG
2014-11-12,St. Louis Blues,Buffalo Sabres,St. Louis Blues,Buffalo Sabres,5,1,REG
2014-11-12,Nashville Predators,Edmonton Oilers,Nashville Predators,Edmonton Oilers,3,2,REG
2014-11-12,Chicago Blackhawks,Tampa Bay Lightning,Chicago Blackhawks,Tampa Bay Lightning,3,2,SO
2014-11-12,Arizona Coyotes,Dallas Stars,Dallas Stars,Arizona Coyotes,4,3,REG
2014-11-12,Vancouver Canucks,Ottawa Senators,Vancouver Canucks,Ottawa Senators,4,3,OT
2014-11-13,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,Boston Bruins,5,1,REG
2014-11-13,Anaheim Ducks,Los Angeles Kings,Anaheim Ducks,Los Angeles Kings,6,5,SO
2014-11-14,New York Rangers,Colorado Avalanche,Colorado Avalanche,New York Rangers,4,3,SO
2014-11-14,Carolina Hurricanes,Winnipeg Jets,Winnipeg Jets,Carolina Hurricanes,3,1,REG
2014-11-14,Montreal Canadiens,Boston Bruins,Montreal Canadiens,Boston Bruins,5,1,REG
2014-11-14,Tampa Bay Lightning,San Jose Sharks,San Jose Sharks,Tampa Bay Lightning,2,1,REG
2014-11-14,Minnesota Wild,Buffalo Sabres,Minnesota Wild,Buffalo Sabres,6,3,REG
2014-11-14,St. Louis Blues,Nashville Predators,St. Louis Blues,Nashville Predators,4,3,REG
2014-11-14,Calgary Flames,Arizona Coyotes,Calgary Flames,Arizona Coyotes,5,3,REG
2014-11-14,Edmonton Oilers,Ottawa Senators,Ottawa Senators,Edmonton Oilers,4,3,OT
2014-11-14,Los Angeles Kings,Dallas Stars,Dallas Stars,Los Angeles Kings,2,0,REG
2014-11-15,Philadelphia Flyers,Columbus Blue Jackets,Columbus Blue Jackets,Philadelphia Flyers,4,3,REG
2014-11-15,Toronto Maple Leafs,Pittsburgh Penguins,Pittsburgh Penguins,Toronto Maple Leafs,2,1,REG
2014-11-15,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,Chicago Blackhawks,4,1,REG
