date,home,away,winner,loser,winner_pts,loser_pts,end_type
2017-10-15,Los Angeles Kings,Buffalo Sabres,Los Angeles Kings,Buffalo Sabres,4,2,REG
2017-10-15,San Jose Sharks,New York Islanders,New York Islanders,San Jose Sharks,3,1,REG
2017-10-15,Vegas Golden Knights,Boston Bruins,Vegas Golden Knights,Boston Bruins,3,1,REG
2017-10-16,Anaheim Ducks,Buffalo Sabres,Buffalo Sabres,Anaheim Ducks,3,1,REG
2017-10-16,Los Angeles Kings,New York Islanders,Los Angeles Kings,New York Islanders,3,2,REG
2017-10-16,Detroit Red Wings,Tampa Bay Lightning,Tampa Bay Lightning,Detroit Red Wings,3,2,REG
2017-10-17,New York Rangers,Pittsburgh Penguins,Pittsburgh Penguins,New York Rangers,5,4,OT
2017-10-17,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,Florida Panthers,5,1,REG
2017-10-17,Washington Capitals,Toronto Maple Leafs,Toronto Maple Leafs,Washington Capitals,2,0,REG
2017-10-17,New Jersey Devils,Tampa Bay Lightning,New Jersey Devils,Tampa Bay Lightning,5,4,SO
2017-10-17,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,Ottawa Senators,3,0,REG
2017-10-18,Nashville Predators,Colorado Avalanche,Nashville Predators,Colorado Avalanche,4,1,REG
2017-10-18,Winnipeg Jets,Columbus Blue Jackets,Columbus Blue Jackets,Winnipeg Jets,5,2,REG
2017-10-18,Dallas Stars,Arizona Coyotes,Dallas Stars,Arizona Coyotes,3,1,REG
2017-10-18,Edmonton Oilers,Carolina Hurricanes,Carolina Hurricanes,Edmonton Oilers,5,3,REG
2017-10-18,Vegas Golden Knights,Buffalo Sabres,Vegas Golden Knights,Buffalo Sabres,5,4,OT
2017-10-18,San Jose Sharks,Montreal Canadiens,San Jose Sharks,Montreal Canadiens,5,2,REG
2017-10-18,Toronto Maple Leafs,Detroit Red Wings,Toronto Maple Leafs,Detroit Red Wings,6,3,REG
2017-10-19,St. Louis Blues,Chicago Blackhawks,St. Louis Blues,Chicago Blackhawks,5,2,REG
2017-10-19,Los Angeles Kings,Montreal Canadiens,Los Angeles Kings,Montreal Canadiens,5,1,REG
2017-10-19,Boston Bruins,Vancouver Canucks,Boston Bruins,Vancouver Canucks,6,3,REG
2017-10-19,New York Rangers,New York Islanders,New York Islanders,New York Rangers,4,3,SO
2017-10-19,Columbus Blue Jackets,Tampa Bay Lightning,Tampa Bay Lightning,Columbus Blue Jackets,2,0,REG
2017-10-19,Ottawa Senators,New Jersey Devils,New Jersey Devils,Ottawa Senators,5,4,OT
2017-10-20,Chicago Blackhawks,Edmonton Oilers,Edmonton Oilers,Chicago Blackhawks,2,1,OT
2017-10-20,Colorado Avalanche,St. Louis Blues,St. Louis Blues,Colorado Avalanche,4,3,REG
2017-10-20,Calgary Flames,Carolina Hurricanes,Carolina Hurricanes,Calgary Flames,2,1,REG
2017-10-20,Arizona Coyotes,Dallas Stars,Dallas Stars,Arizona Coyotes,5,4,REG
2017-10-20,Buffalo Sabres,Vancouver Canucks,Vancouver Canucks,Buffalo Sabres,4,2,REG
2017-10-20,New Jersey Devils,San Jose Sharks,San Jose Sharks,New Jersey Devils,3,0,REG
2017-10-20,Detroit Red Wings,Washington Capitals,Washington Capitals,Detroit Red Wings,4,3,OT
2017-10-20,Florida Panthers,Pittsburgh Penguins,Pittsburgh Penguins,Florida Panthers,4,3,REG
2017-10-21,Winnipeg Jets,Minnesota Wild,Winnipeg Jets,Minnesota Wild,4,3,REG
2017-10-21,Anaheim Ducks,Montreal Canadiens,Anaheim Ducks,Montreal Canadiens,6,2,REG
2017-10-21,New York Rangers,Nashville Predators,New York Rangers,Nashville Predators,4,2,REG
2017-10-21,Philadelphia Flyers,Edmonton Oilers,Philadelphia Flyers,Edmonton Oilers,2,1,REG
2017-10-21,Boston Bruins,Buffalo Sabres,Buffalo Sabres,Boston Bruins,5,4,OT
2017-10-21,Ottawa Senators,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,6,3,REG
2017-10-21,Tampa Bay Lightning,Pittsburgh Penguins,Tampa Bay Lightning,Pittsburgh Penguins,5,1,REG
2017-10-21,New York Islanders,San Jose Sharks,New York Islanders,San Jose Sharks,5,3,REG
2017-10-21,Columbus Blue Jackets,Los Angeles Kings,Los Angeles Kings,Columbus Blue Jackets,6,4,REG
2017-10-21,Washington Capitals,Florida Panthers,Florida Panthers,Washington Capitals,4,1,REG
2017-10-22,Dallas Stars,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,4,3,REG
2017-10-22,Arizona Coyotes,Chicago Blackhawks,Chicago Blackhawks,Arizona Coyotes,4,2,REG
2017-10-22,Calgary Flames,Minnesota Wild,Minnesota Wild,Calgary Flames,4,2,REG
2017-10-22,Vegas Golden Knights,St. Louis Blues,Vegas Golden Knights,St. Louis Blues,3,2,OT
2017-10-22,Detroit Red Wings,Vancouver Canucks,Vancouver Canucks,Detroit Red Wings,4,1,REG
2017-10-23,Toronto Maple Leafs,Los Angeles Kings,Toronto Maple Leafs,Los Angeles Kings,3,2,REG
2017-10-23,New York Rangers,San Jose Sharks,San Jose Sharks,New York Rangers,4,1,REG
2017-10-24,New York Islanders,Arizona Coyotes,New York Islanders,Arizona Coyotes,5,3,REG
2017-10-24,Philadelphia Flyers,Anaheim Ducks,Anaheim Ducks,Philadelphia Flyers,6,2,REG
2017-10-24,Pittsburgh Penguins,Edmonton Oilers,Pittsburgh Penguins,Edmonton Oilers,2,1,OT
2017-10-24,Carolina Hurricanes,Tampa Bay Lightning,Tampa Bay Lightning,Carolina Hurricanes,5,1,REG
2017-10-24,Montreal Canadiens,Florida Panthers,Montreal Canadiens,Florida Panthers,5,1,REG
2017-10-24,Ottawa Senators,Los Angeles Kings,Los Angeles Kings,Ottawa Senators,3,2,SO
2017-10-25,Nashville Predators,Calgary Flames,Calgary Flames,Nashville Predators,3,2,SO
2017-10-25,Colorado Avalanche,Dallas Stars,Colorado Avalanche,Dallas Stars,5,3,REG
2017-10-25,Vegas Golden Knights,Chicago Blackhawks,Vegas Golden Knights,Chicago Blackhawks,4,2,REG
2017-10-26,Columbus Blue Jackets,Buffalo Sabres,Columbus Blue Jackets,Buffalo Sabres,5,1,REG
2017-10-26,St. Louis Blues,Calgary Flames,St. Louis Blues,Calgary Flames,5,2,REG
2017-10-26,Boston Bruins,San Jose Sharks,Boston Bruins,San Jose Sharks,2,1,REG
2017-10-26,Toronto Maple Leafs,Carolina Hurricanes,Carolina Hurricanes,Toronto Maple Leafs,6,3,REG
2017-10-26,New York Rangers,Arizona Coyotes,New York Rangers,Arizona Coyotes,5,2,REG
2017-10-26,Pittsburgh Penguins,Winnipeg Jets,Pittsburgh Penguins,Winnipeg Jets,2,1,OT
2017-10-26,Montreal Canadiens,Los Angeles Kings,Los Angeles Kings,Montreal Canadiens,4,0,REG
2017-10-26,Ottawa Senators,Philadelphia Flyers,Ottawa Senators,Philadelphia Flyers,5,4,REG
2017-10-26,Tampa Bay Lightning,Detroit Red Wings,Tampa Bay Lightning,Detroit Red Wings,3,2,REG
2017-10-26,Florida Panthers,Anaheim Ducks,Florida Panthers,Anaheim Ducks,7,3,REG
2017-10-27,Minnesota Wild,New York Islanders,Minnesota Wild,New York Islanders,6,4,REG
2017-10-27,Edmonton Oilers,Dallas Stars,Edmonton Oilers,Dallas Stars,5,4,REG
2017-10-27,Vancouver Canucks,Washington Capitals,Vancouver Canucks,Washington Capitals,6,2,REG
2017-10-27,Vegas Golden Knights,Colorado Avalanche,Vegas Golden Knights,Colorado Avalanche,4,0,REG
2017-10-27,New Jersey Devils,Ottawa Senators,New Jersey Devils,Ottawa Senators,5,4,SO
2017-10-27,Columbus Blue Jackets,Winnipeg Jets,Columbus Blue Jackets,Winnipeg Jets,2,1,OT
2017-10-27,Carolina Hurricanes,St. Louis Blues,St. Louis Blues,Carolina Hurricanes,2,1,REG
2017-10-28,Chicago Blackhawks,Nashville Predators,Nashville Predators,Chicago Blackhawks,2,1,REG
2017-10-28,Calgary Flames,Dallas Stars,Dallas Stars,Calgary Flames,2,1,REG
2017-10-28,Buffalo Sabres,San Jose Sharks,San Jose Sharks,Buffalo Sabres,3,2,REG
2017-10-28,Boston Bruins,Los Angeles Kings,Los Angeles Kings,Boston Bruins,2,1,OT
2017-10-28,Toronto Maple Leafs,Philadelphia Flyers,Philadelphia Flyers,Toronto Maple Leafs,4,2,REG
2017-10-28,Montreal Canadiens,New York Rangers,Montreal Canadiens,New York Rangers,5,4,REG
2017-10-28,Tampa Bay Lightning,Anaheim Ducks,Anaheim Ducks,Tampa Bay Lightning,4,1,REG
2017-10-28,Florida Panthers,Detroit Red Wings,Detroit Red Wings,Florida Panthers,3,2,SO
2017-10-28,New Jersey Devils,Arizona Coyotes,New Jersey Devils,Arizona Coyotes,4,3,REG
2017-10-29,St. Louis Blues,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,4,1,REG
2017-10-29,Nashville Predators,New York Islanders,New York Islanders,Nashville Predators,6,2,REG
2017-10-29,Minnesota Wild,Pittsburgh Penguins,Minnesota Wild,Pittsburgh Penguins,2,1,REG
2017-10-29,Colorado Avalanche,Chicago Blackhawks,Colorado Avalanche,Chicago Blackhawks,6,3,REG
2017-10-29,Edmonton Oilers,Washington Capitals,Washington Capitals,Edmonton Oilers,5,2,REG
2017-10-29,Carolina Hurricanes,Anaheim Ducks,Anaheim Ducks,Carolina Hurricanes,4,3,SO
2017-10-29,Winnipeg Jets,Pittsburgh Penguins,Winnipeg Jets,Pittsburgh Penguins,5,1,REG
2017-10-30,Calgary Flames,Washington Capitals,Calgary Flames,Washington Capitals,2,1,REG
2017-10-30,New York Islanders,Vegas Golden Knights,New York Islanders,Vegas Golden Knights,6,3,REG
2017-10-30,Philadelphia Flyers,Arizona Coyotes,Arizona Coyotes,Philadelphia Flyers,4,3,OT
2017-10-30,Columbus Blue Jackets,Boston Bruins,Columbus Blue Jackets,Boston Bruins,4,3,SO
2017-10-30,Ottawa Senators,Montreal Canadiens,Montreal Canadiens,Ottawa Senators,7,3,REG
2017-10-30,Florida Panthers,Tampa Bay Lightning,Tampa Bay Lightning,Florida Panthers,8,5,REG
2017-10-31,St. Louis Blues,Los Angeles Kings,St. Louis Blues,Los Angeles Kings,4,2,REG
2017-10-31,Vancouver Canucks,Dallas Stars,Dallas Stars,Vancouver Canucks,2,1,OT
2017-10-31,San Jose Sharks,Toronto Maple Leafs,San Jose Sharks,Toronto Maple Leafs,3,2,REG
2017-10-31,New York Rangers,Vegas Golden Knights,New York Rangers,Vegas Golden Knights,6,4,REG
2017-10-31,Detroit Red Wings,Arizona Coyotes,Detroit Red Wings,Arizona Coyotes,5,3,REG
2017-11-01,Minnesota Wild,Winnipeg Jets,Winnipeg Jets,Minnesota Wild,2,1,REG
2017-11-02,Chicago Blackhawks,Philadelphia Flyers,Chicago Blackhawks,Philadelphia Flyers,3,0,REG
2017-11-02,Edmonton Oilers,Pittsburgh Penguins,Pittsburgh Penguins,Edmonton Oilers,3,2,REG
2017-11-02,Vancouver Canucks,New Jersey Devils,New Jersey Devils,Vancouver Canucks,2,0,REG
2017-11-02,Anaheim Ducks,Toronto Maple Leafs,Toronto Maple Leafs,Anaheim Ducks,3,1,REG
2017-11-02,San Jose Sharks,Nashville Predators,San Jose Sharks,Nashville Predators,4,1,REG
2017-11-02,Boston Bruins,Vegas Golden Knights,Boston Bruins,Vegas Golden Knights,2,1,REG
2017-11-02,Washington Capitals,New York Islanders,Washington Capitals,New York Islanders,4,3,REG
2017-11-02,Ottawa Senators,Detroit Red Wings,Ottawa Senators,Detroit Red Wings,3,1,REG
2017-11-02,Tampa Bay Lightning,New York Rangers,New York Rangers,Tampa Bay Lightning,2,1,OT
2017-11-02,Florida Panthers,Columbus Blue Jackets,Columbus Blue Jackets,Florida Panthers,7,3,REG
2017-11-03,St. Louis Blues,Philadelphia Flyers,Philadelphia Flyers,St. Louis Blues,2,0,REG
2017-11-03,Minnesota Wild,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,6,3,REG
2017-11-03,Winnipeg Jets,Dallas Stars,Winnipeg Jets,Dallas Stars,5,2,REG
2017-11-03,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,Carolina Hurricanes,5,3,REG
2017-11-03,Calgary Flames,Pittsburgh Penguins,Calgary Flames,Pittsburgh Penguins,2,1,OT
2017-11-03,Arizona Coyotes,Buffalo Sabres,Buffalo Sabres,Arizona Coyotes,5,4,REG
2017-11-03,Los Angeles Kings,Toronto Maple Leafs,Los Angeles Kings,Toronto Maple Leafs,5,3,REG
2017-11-04,Edmonton Oilers,New Jersey Devils,Edmonton Oilers,New Jersey Devils,6,3,REG
2017-11-04,Anaheim Ducks,Nashville Predators,Nashville Predators,Anaheim Ducks,5,3,REG
2017-11-04,Ottawa Senators,Vegas Golden Knights,Vegas Golden Knights,Ottawa Senators,5,4,REG
2017-11-04,Boston Bruins,Washington Capitals,Washington Capitals,Boston Bruins,3,2,REG
2017-11-04,Tampa Bay Lightning,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,5,4,SO
2017-11-04,Florida Panthers,New York Rangers,New York Rangers,Florida Panthers,5,4,OT
2017-11-04,Philadelphia Flyers,Colorado Avalanche,Colorado Avalanche,Philadelphia Flyers,5,4,SO
2017-11-04,St. Louis Blues,Toronto Maple Leafs,St. Louis Blues,Toronto Maple Leafs,6,4,REG
2017-11-04,Winnipeg Jets,Montreal Canadiens,Montreal Canadiens,Winnipeg Jets,5,4,OT
2017-11-05,Dallas Stars,Buffalo Sabres,Dallas Stars,Buffalo Sabres,5,1,REG
2017-11-05,Minnesota Wild,Chicago Blackhawks,Chicago Blackhawks,Minnesota Wild,2,0,REG
2017-11-05,Arizona Coyotes,Carolina Hurricanes,Arizona Coyotes,Carolina Hurricanes,2,1,SO
2017-11-05,Vancouver Canucks,Pittsburgh Penguins,Vancouver Canucks,Pittsburgh Penguins,4,2,REG
2017-11-05,Los Angeles Kings,Nashville Predators,Nashville Predators,Los Angeles Kings,4,3,OT
2017-11-05,San Jose Sharks,Anaheim Ducks,San Jose Sharks,Anaheim Ducks,2,1,SO
2017-11-05,Edmonton Oilers,Detroit Red Wings,Detroit Red Wings,Edmonton Oilers,4,0,REG
2017-11-05,New York Islanders,Colorado Avalanche,New York Islanders,Colorado Avalanche,6,4,REG
2017-11-06,Chicago Blackhawks,Montreal Canadiens,Montreal Canadiens,Chicago Blackhawks,2,0,REG
2017-11-06,Calgary Flames,New Jersey Devils,Calgary Flames,New Jersey Devils,5,4,SO
2017-11-07,Boston Bruins,Minnesota Wild,Boston Bruins,Minnesota Wild,5,3,REG
2017-11-07,Toronto Maple Leafs,Vegas Golden Knights,Toronto Maple Leafs,Vegas Golden Knights,4,3,SO
2017-11-07,New York Rangers,Columbus Blue Jackets,New York Rangers,Columbus Blue Jackets,5,3,REG
2017-11-07,Washington Capitals,Arizona Coyotes,Washington Capitals,Arizona Coyotes,3,2,OT
2017-11-07,Dallas Stars,Winnipeg Jets,Winnipeg Jets,Dallas Stars,4,1,REG
2017-11-07,Vancouver Canucks,Detroit Red Wings,Detroit Red Wings,Vancouver Canucks,3,2,REG
2017-11-08,Buffalo Sabres,Washington Capitals,Buffalo Sabres,Washington Capitals,3,1,REG
2017-11-08,New Jersey Devils,St. Louis Blues,St. Louis Blues,New Jersey Devils,3,1,REG
2017-11-08,New York Islanders,Edmonton Oilers,Edmonton Oilers,New York Islanders,2,1,OT
2017-11-08,Pittsburgh Penguins,Arizona Coyotes,Pittsburgh Penguins,Arizona Coyotes,3,1,REG
2017-11-08,Carolina Hurricanes,Florida Panthers,Carolina Hurricanes,Florida Panthers,3,1,REG
2017-11-08,Columbus Blue Jackets,Nashville Predators,Nashville Predators,Columbus Blue Jackets,3,1,REG
2017-11-08,Montreal Canadiens,Vegas Golden Knights,Montreal Canadiens,Vegas Golden Knights,3,2,REG
2017-11-08,Calgary Flames,Vancouver Canucks,Vancouver Canucks,Calgary Flames,5,3,REG
2017-11-08,Anaheim Ducks,Los Angeles Kings,Los Angeles Kings,Anaheim Ducks,4,3,OT
2017-11-09,Toronto Maple Leafs,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,4,2,REG
2017-11-09,New York Rangers,Boston Bruins,New York Rangers,Boston Bruins,4,2,REG
2017-11-09,San Jose Sharks,Tampa Bay Lightning,Tampa Bay Lightning,San Jose Sharks,5,1,REG
2017-11-10,New Jersey Devils,Edmonton Oilers,Edmonton Oilers,New Jersey Devils,3,2,OT
2017-11-10,Philadelphia Flyers,Chicago Blackhawks,Philadelphia Flyers,Chicago Blackhawks,3,1,REG
2017-11-10,Montreal Canadiens,Minnesota Wild,Minnesota Wild,Montreal Canadiens,3,0,REG
2017-11-10,St. Louis Blues,Arizona Coyotes,St. Louis Blues,Arizona Coyotes,3,2,SO
2017-11-10,Calgary Flames,Detroit Red Wings,Calgary Flames,Detroit Red Wings,6,3,REG
2017-11-10,Anaheim Ducks,Vancouver Canucks,Anaheim Ducks,Vancouver Canucks,4,1,REG
2017-11-10,Los Angeles Kings,Tampa Bay Lightning,Tampa Bay Lightning,Los Angeles Kings,5,2,REG
2017-11-10,Colorado Avalanche,Ottawa Senators,Ottawa Senators,Colorado Avalanche,4,3,OT
2017-11-11,Buffalo Sabres,Florida Panthers,Florida Panthers,Buffalo Sabres,4,1,REG
2017-11-11,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,Boston Bruins,3,2,OT
2017-11-11,Washington Capitals,Pittsburgh Penguins,Washington Capitals,Pittsburgh Penguins,4,1,REG
2017-11-11,Columbus Blue Jackets,Carolina Hurricanes,Carolina Hurricanes,Columbus Blue Jackets,3,1,REG
2017-11-11,Dallas Stars,New York Islanders,Dallas Stars,New York Islanders,4,0,REG
2017-11-11,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,Winnipeg Jets,5,2,REG
2017-11-11,New York Rangers,Edmonton Oilers,New York Rangers,Edmonton Oilers,4,2,REG
2017-11-11,Ottawa Senators,Colorado Avalanche,Ottawa Senators,Colorado Avalanche,4,3,REG
2017-11-12,Boston Bruins,Toronto Maple Leafs,Toronto Maple Leafs,Boston Bruins,4,1,REG
2017-11-12,Montreal Canadiens,Buffalo Sabres,Montreal Canadiens,Buffalo Sabres,2,1,OT
2017-11-12,Detroit Red Wings,Columbus Blue Jackets,Columbus Blue Jackets,Detroit Red Wings,2,1,SO
2017-11-12,New Jersey Devils,Florida Panthers,New Jersey Devils,Florida Panthers,2,1,REG
2017-11-12,Carolina Hurricanes,Chicago Blackhawks,Chicago Blackhawks,Carolina Hurricanes,4,3,OT
2017-11-12,St. Louis Blues,New York Islanders,New York Islanders,St. Louis Blues,5,2,REG
2017-11-12,Nashville Predators,Pittsburgh Penguins,Nashville Predators,Pittsburgh Penguins,5,4,SO
2017-11-12,Arizona Coyotes,Winnipeg Jets,Winnipeg Jets,Arizona Coyotes,4,1,REG
2017-11-12,San Jose Sharks,Vancouver Canucks,San Jose Sharks,Vancouver Canucks,4,0,REG
2017-11-13,Washington Capitals,Edmonton Oilers,Washington Capitals,Edmonton Oilers,2,1,SO
2017-11-13,Chicago Blackhawks,New Jersey Devils,New Jersey Devils,Chicago Blackhawks,7,5,REG
2017-11-13,Anaheim Ducks,Tampa Bay Lightning,Tampa Bay Lightning,Anaheim Ducks,2,1,REG
2017-11-13,Los Angeles Kings,San Jose Sharks,San Jose Sharks,Los Angeles Kings,2,1,REG
2017-11-14,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,Dallas Stars,5,1,REG
