date,home,away,winner,loser,winner_pts,loser_pts,end_type
2016-10-14,Dallas Stars,Anaheim Ducks,Dallas Stars,Anaheim Ducks,4,2,REG
2016-10-15,Nashville Predators,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,3,2,REG
2016-10-15,Calgary Flames,Edmonton Oilers,Edmonton Oilers,Calgary Flames,5,3,REG
2016-10-15,Los Angeles Kings,Philadelphia Flyers,Philadelphia Flyers,Los Angeles Kings,4,2,REG
2016-10-15,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,Boston Bruins,4,1,REG
2016-10-15,Ottawa Senators,Montreal Canadiens,Ottawa Senators,Montreal Canadiens,4,3,SO
2016-10-15,Tampa Bay Lightning,New Jersey Devils,Tampa Bay Lightning,New Jersey Devils,3,2,REG
2016-10-15,Florida Panthers,Detroit Red Wings,Florida Panthers,Detroit Red Wings,4,1,REG
2016-10-15,Pittsburgh Penguins,Anaheim Ducks,Pittsburgh Penguins,Anaheim Ducks,3,2,REG
2016-10-15,Washington Capitals,New York Islanders,Washington Capitals,New York Islanders,2,1,REG
2016-10-15,Columbus Blue Jackets,San Jose Sharks,San Jose Sharks,Columbus Blue Jackets,3,2,REG
2016-10-15,Minnesota Wild,Winnipeg Jets,Minnesota Wild,Winnipeg Jets,4,3,REG
2016-10-16,St. Louis Blues,New York Rangers,St. Louis Blues,New York Rangers,3,2,REG
2016-10-16,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,Nashville Predators,5,3,REG
2016-10-16,Colorado Avalanche,Dallas Stars,Colorado Avalanche,Dallas Stars,6,5,REG
2016-10-16,Arizona Coyotes,Philadelphia Flyers,Arizona Coyotes,Philadelphia Flyers,4,3,OT
2016-10-16,Vancouver Canucks,Calgary Flames,Vancouver Canucks,Calgary Flames,2,1,SO
2016-10-16,New York Islanders,Anaheim Ducks,New York Islanders,Anaheim Ducks,3,2,OT
2016-10-16,Edmonton Oilers,Buffalo Sabres,Buffalo Sabres,Edmonton Oilers,6,2,REG
2016-10-17,Vancouver Canucks,Carolina Hurricanes,Vancouver Canucks,Carolina Hurricanes,4,3,OT
2016-10-17,New York Rangers,San Jose Sharks,New York Rangers,San Jose Sharks,7,4,REG
2016-10-17,Pittsburgh Penguins,Colorado Avalanche,Colorado Avalanche,Pittsburgh Penguins,4,3,OT
2016-10-17,Detroit Red Wings,Ottawa Senators,Detroit Red Wings,Ottawa Senators,5,1,REG
2016-10-18,Winnipeg Jets,Boston Bruins,Boston Bruins,Winnipeg Jets,4,1,REG
2016-10-18,New Jersey Devils,Anaheim Ducks,New Jersey Devils,Anaheim Ducks,2,1,REG
2016-10-18,New York Islanders,San Jose Sharks,San Jose Sharks,New York Islanders,3,2,REG
2016-10-18,Washington Capitals,Colorado Avalanche,Washington Capitals,Colorado Avalanche,3,0,REG
2016-10-18,Montreal Canadiens,Pittsburgh Penguins,Montreal Canadiens,Pittsburgh Penguins,4,0,REG
2016-10-18,Ottawa Senators,Arizona Coyotes,Ottawa Senators,Arizona Coyotes,7,4,REG
2016-10-18,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,Florida Panthers,4,3,SO
2016-10-19,Nashville Predators,Dallas Stars,Dallas Stars,Nashville Predators,2,1,REG
2016-10-19,Minnesota Wild,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,6,3,REG
2016-10-19,Chicago Blackhawks,Philadelphia Flyers,Chicago Blackhawks,Philadelphia Flyers,7,4,REG
2016-10-19,Calgary Flames,Buffalo Sabres,Calgary Flames,Buffalo Sabres,4,3,OT
2016-10-19,Edmonton Oilers,Carolina Hurricanes,Edmonton Oilers,Carolina Hurricanes,3,2,REG
2016-10-19,Vancouver Canucks,St. Louis Blues,Vancouver Canucks,St. Louis Blues,2,1,OT
2016-10-20,New York Rangers,Detroit Red Wings,Detroit Red Wings,New York Rangers,2,1,REG
2016-10-20,Winnipeg Jets,Toronto Maple Leafs,Winnipeg Jets,Toronto Maple Leafs,5,4,OT
2016-10-20,Boston Bruins,New Jersey Devils,Boston Bruins,New Jersey Devils,2,1,REG
2016-10-20,Philadelphia Flyers,Anaheim Ducks,Anaheim Ducks,Philadelphia Flyers,3,2,REG
2016-10-20,Pittsburgh Penguins,San Jose Sharks,Pittsburgh Penguins,San Jose Sharks,3,2,REG
2016-10-20,Montreal Canadiens,Arizona Coyotes,Montreal Canadiens,Arizona Coyotes,5,2,REG
2016-10-20,Tampa Bay Lightning,Colorado Avalanche,Colorado Avalanche,Tampa Bay Lightning,4,0,REG
2016-10-20,Florida Panthers,Washington Capitals,Washington Capitals,Florida Panthers,4,2,REG
2016-10-21,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,Toronto Maple Leafs,3,2,REG
2016-10-21,Dallas Stars,Los Angeles Kings,Los Angeles Kings,Dallas Stars,4,3,OT
2016-10-21,Calgary Flames,Carolina Hurricanes,Carolina Hurricanes,Calgary Flames,4,2,REG
2016-10-21,Edmonton Oilers,St. Louis Blues,Edmonton Oilers,St. Louis Blues,3,1,REG
2016-10-21,Vancouver Canucks,Buffalo Sabres,Vancouver Canucks,Buffalo Sabres,2,1,REG
2016-10-21,New York Islanders,Arizona Coyotes,New York Islanders,Arizona Coyotes,3,2,REG
2016-10-21,Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,Chicago Blackhawks,3,2,REG
2016-10-21,Detroit Red Wings,Nashville Predators,Detroit Red Wings,Nashville Predators,5,3,REG
2016-10-22,Boston Bruins,Montreal Canadiens,Montreal Canadiens,Boston Bruins,4,2,REG
2016-10-22,Ottawa Senators,Tampa Bay Lightning,Tampa Bay Lightning,Ottawa Senators,4,1,REG
2016-10-22,Detroit Red Wings,San Jose Sharks,Detroit Red Wings,San Jose Sharks,3,0,REG
2016-10-22,Florida Panthers,Colorado Avalanche,Florida Panthers,Colorado Avalanche,5,2,REG
2016-10-22,New Jersey Devils,Minnesota Wild,New Jersey Devils,Minnesota Wild,2,1,OT
2016-10-22,Philadelphia Flyers,Carolina Hurricanes,Philadelphia Flyers,Carolina Hurricanes,6,3,REG
2016-10-22,Washington Capitals,New York Rangers,New York Rangers,Washington Capitals,4,2,REG
2016-10-22,Chicago Blackhawks,Toronto Maple Leafs,Chicago Blackhawks,Toronto Maple Leafs,5,4,SO
2016-10-23,Nashville Predators,Pittsburgh Penguins,Nashville Predators,Pittsburgh Penguins,5,1,REG
2016-10-23,Dallas Stars,Columbus Blue Jackets,Columbus Blue Jackets,Dallas Stars,3,0,REG
2016-10-23,Calgary Flames,St. Louis Blues,St. Louis Blues,Calgary Flames,6,4,REG
2016-10-23,Los Angeles Kings,Vancouver Canucks,Los Angeles Kings,Vancouver Canucks,4,3,SO
2016-10-23,Winnipeg Jets,Edmonton Oilers,Edmonton Oilers,Winnipeg Jets,3,0,REG
2016-10-23,New York Islanders,Minnesota Wild,New York Islanders,Minnesota Wild,6,3,REG
2016-10-23,New York Rangers,Arizona Coyotes,New York Rangers,Arizona Coyotes,3,2,REG
2016-10-24,Anaheim Ducks,Vancouver Canucks,Anaheim Ducks,Vancouver Canucks,4,2,REG
2016-10-24,Montreal Canadiens,Philadelphia Flyers,Montreal Canadiens,Philadelphia Flyers,3,1,REG
2016-10-25,Chicago Blackhawks,Calgary Flames,Calgary Flames,Chicago Blackhawks,3,2,SO
2016-10-25,Boston Bruins,Minnesota Wild,Minnesota Wild,Boston Bruins,4,0,REG
2016-10-25,New Jersey Devils,Arizona Coyotes,New Jersey Devils,Arizona Coyotes,5,3,REG
2016-10-25,Pittsburgh Penguins,Florida Panthers,Pittsburgh Penguins,Florida Panthers,3,2,REG
2016-10-25,Philadelphia Flyers,Buffalo Sabres,Philadelphia Flyers,Buffalo Sabres,4,3,SO
2016-10-25,Toronto Maple Leafs,Tampa Bay Lightning,Tampa Bay Lightning,Toronto Maple Leafs,7,3,REG
2016-10-25,Detroit Red Wings,Carolina Hurricanes,Detroit Red Wings,Carolina Hurricanes,4,2,REG
2016-10-26,St. Louis Blues,Calgary Flames,Calgary Flames,St. Louis Blues,4,1,REG
2016-10-26,Dallas Stars,Winnipeg Jets,Dallas Stars,Winnipeg Jets,3,2,REG
2016-10-26,Vancouver Canucks,Ottawa Senators,Ottawa Senators,Vancouver Canucks,3,0,REG
2016-10-26,San Jose Sharks,Anaheim Ducks,San Jose Sharks,Anaheim Ducks,2,1,OT
2016-10-26,Los Angeles Kings,Columbus Blue Jackets,Los Angeles Kings,Columbus Blue Jackets,3,2,OT
2016-10-26,New York Islanders,Montreal Canadiens,Montreal Canadiens,New York Islanders,3,2,REG
2016-10-27,New York Rangers,Boston Bruins,New York Rangers,Boston Bruins,5,2,REG
2016-10-27,Edmonton Oilers,Washington Capitals,Edmonton Oilers,Washington Capitals,4,1,REG
2016-10-27,Anaheim Ducks,Nashville Predators,Anaheim Ducks,Nashville Predators,5,1,REG
2016-10-28,New Jersey Devils,Chicago Blackhawks,Chicago Blackhawks,New Jersey Devils,3,2,OT
2016-10-28,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,New York Rangers,3,2,REG
2016-10-29,Calgary Flames,Ottawa Senators,Calgary Flames,Ottawa Senators,5,2,REG
2016-10-29,Vancouver Canucks,Edmonton Oilers,Edmonton Oilers,Vancouver Canucks,2,0,REG
2016-10-29,Anaheim Ducks,Columbus Blue Jackets,Columbus Blue Jackets,Anaheim Ducks,4,0,REG
2016-10-29,Buffalo Sabres,Florida Panthers,Buffalo Sabres,Florida Panthers,3,0,REG
2016-10-29,Montreal Canadiens,Toronto Maple Leafs,Montreal Canadiens,Toronto Maple Leafs,2,1,REG
2016-10-29,New Jersey Devils,Tampa Bay Lightning,New Jersey Devils,Tampa Bay Lightning,3,1,REG
2016-10-29,Philadelphia Flyers,Pittsburgh Penguins,Pittsburgh Penguins,Philadelphia Flyers,5,4,REG
2016-10-30,Minnesota Wild,Dallas Stars,Minnesota Wild,Dallas Stars,4,0,REG
2016-10-30,Arizona Coyotes,Colorado Avalanche,Colorado Avalanche,Arizona Coyotes,3,2,REG
2016-10-30,Vancouver Canucks,Washington Capitals,Washington Capitals,Vancouver Canucks,5,2,REG
2016-10-30,San Jose Sharks,Nashville Predators,San Jose Sharks,Nashville Predators,4,1,REG
2016-10-30,Winnipeg Jets,Buffalo Sabres,Buffalo Sabres,Winnipeg Jets,3,1,REG
2016-10-30,Detroit Red Wings,Florida Panthers,Florida Panthers,Detroit Red Wings,5,2,REG
2016-10-30,Carolina Hurricanes,Philadelphia Flyers,Philadelphia Flyers,Carolina Hurricanes,4,3,REG
2016-10-30,New York Islanders,Toronto Maple Leafs,New York Islanders,Toronto Maple Leafs,5,1,REG
2016-10-30,New York Rangers,Tampa Bay Lightning,New York Rangers,Tampa Bay Lightning,5,1,REG
2016-10-30,Chicago Blackhawks,Los Angeles Kings,Chicago Blackhawks,Los Angeles Kings,3,0,REG
2016-10-31,Edmonton Oilers,Ottawa Senators,Ottawa Senators,Edmonton Oilers,2,0,REG
2016-10-31,Calgary Flames,Washington Capitals,Washington Capitals,Calgary Flames,3,1,REG
2016-11-01,New York Rangers,St. Louis Blues,New York Rangers,St. Louis Blues,4,0,REG
2016-11-01,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,Dallas Stars,3,2,OT
2016-11-01,New York Islanders,Tampa Bay Lightning,Tampa Bay Lightning,New York Islanders,5,1,REG
2016-11-01,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,3,2,OT
2016-11-01,Ottawa Senators,Carolina Hurricanes,Ottawa Senators,Carolina Hurricanes,2,1,OT
2016-11-01,Florida Panthers,Boston Bruins,Boston Bruins,Florida Panthers,2,1,REG
2016-11-02,Minnesota Wild,Buffalo Sabres,Buffalo Sabres,Minnesota Wild,2,1,REG
2016-11-02,Winnipeg Jets,Washington Capitals,Washington Capitals,Winnipeg Jets,3,2,REG
2016-11-02,Chicago Blackhawks,Calgary Flames,Chicago Blackhawks,Calgary Flames,5,1,REG
2016-11-02,Colorado Avalanche,Nashville Predators,Nashville Predators,Colorado Avalanche,5,1,REG
2016-11-02,Arizona Coyotes,San Jose Sharks,Arizona Coyotes,San Jose Sharks,3,2,REG
2016-11-02,Los Angeles Kings,Anaheim Ducks,Anaheim Ducks,Los Angeles Kings,4,0,REG
2016-11-02,Montreal Canadiens,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,3,0,REG
2016-11-03,Philadelphia Flyers,Detroit Red Wings,Philadelphia Flyers,Detroit Red Wings,4,3,OT
2016-11-03,Anaheim Ducks,Pittsburgh Penguins,Pittsburgh Penguins,Anaheim Ducks,5,1,REG
2016-11-03,Buffalo Sabres,Toronto Maple Leafs,Toronto Maple Leafs,Buffalo Sabres,2,1,REG
2016-11-03,New York Islanders,Philadelphia Flyers,Philadelphia Flyers,New York Islanders,3,2,SO
2016-11-03,New York Rangers,Edmonton Oilers,New York Rangers,Edmonton Oilers,5,3,REG
2016-11-03,Washington Capitals,Winnipeg Jets,Washington Capitals,Winnipeg Jets,4,3,OT
2016-11-03,Tampa Bay Lightning,Boston Bruins,Boston Bruins,Tampa Bay Lightning,4,3,SO
2016-11-03,Florida Panthers,New Jersey Devils,Florida Panthers,New Jersey Devils,4,3,OT
2016-11-04,Chicago Blackhawks,Colorado Avalanche,Chicago Blackhawks,Colorado Avalanche,4,0,REG
2016-11-04,Dallas Stars,St. Louis Blues,Dallas Stars,St. Louis Blues,6,2,REG
2016-11-04,Arizona Coyotes,Nashville Predators,Arizona Coyotes,Nashville Predators,3,2,SO
2016-11-04,Los Angeles Kings,Pittsburgh Penguins,Los Angeles Kings,Pittsburgh Penguins,3,2,OT
2016-11-04,San Jose Sharks,Calgary Flames,Calgary Flames,San Jose Sharks,3,2,REG
2016-11-04,Columbus Blue Jackets,Montreal Canadiens,Columbus Blue Jackets,Montreal Canadiens,4,0,REG
2016-11-04,Detroit Red Wings,Winnipeg Jets,Winnipeg Jets,Detroit Red Wings,5,3,REG
2016-11-05,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,5,1,REG
2016-11-05,Boston Bruins,New York Rangers,New York Rangers,Boston Bruins,5,2,REG
2016-11-05,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,6,3,REG
2016-11-05,Montreal Canadiens,Philadelphia Flyers,Montreal Canadiens,Philadelphia Flyers,5,4,REG
2016-11-05,Ottawa Senators,Buffalo Sabres,Buffalo Sabres,Ottawa Senators,2,1,REG
2016-11-05,Tampa Bay Lightning,New Jersey Devils,Tampa Bay Lightning,New Jersey Devils,4,1,REG
2016-11-05,New York Islanders,Edmonton Oilers,Edmonton Oilers,New York Islanders,4,3,SO
2016-11-05,Washington Capitals,Florida Panthers,Washington Capitals,Florida Panthers,4,2,REG
2016-11-05,St. Louis Blues,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,2,1,OT
2016-11-06,Nashville Predators,Carolina Hurricanes,Carolina Hurricanes,Nashville Predators,3,2,SO
2016-11-06,Dallas Stars,Chicago Blackhawks,Chicago Blackhawks,Dallas Stars,3,2,REG
2016-11-06,Los Angeles Kings,Calgary Flames,Los Angeles Kings,Calgary Flames,4,0,REG
2016-11-06,San Jose Sharks,Pittsburgh Penguins,Pittsburgh Penguins,San Jose Sharks,4,0,REG
2016-11-06,Detroit Red Wings,Edmonton Oilers,Edmonton Oilers,Detroit Red Wings,2,1,REG
2016-11-06,St. Louis Blues,Colorado Avalanche,St. Louis Blues,Colorado Avalanche,5,1,REG
2016-11-06,Carolina Hurricanes,New Jersey Devils,New Jersey Devils,Carolina Hurricanes,4,1,REG
2016-11-07,New York Rangers,Winnipeg Jets,New York Rangers,Winnipeg Jets,5,2,REG
2016-11-07,Chicago Blackhawks,Dallas Stars,Chicago Blackhawks,Dallas Stars,4,3,OT
2016-11-07,Anaheim Ducks,Calgary Flames,Anaheim Ducks,Calgary Flames,4,1,REG
2016-11-08,Boston Bruins,Buffalo Sabres,Boston Bruins,Buffalo Sabres,4,0,REG
2016-11-08,New York Islanders,Vancouver Canucks,New York Islanders,Vancouver Canucks,4,2,REG
2016-11-08,Florida Panthers,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,3,1,REG
2016-11-09,New Jersey Devils,Carolina Hurricanes,New Jersey Devils,Carolina Hurricanes,3,2,SO
2016-11-09,New York Rangers,Vancouver Canucks,Vancouver Canucks,New York Rangers,5,3,REG
2016-11-09,Philadelphia Flyers,Detroit Red Wings,Detroit Red Wings,Philadelphia Flyers,3,2,SO
2016-11-09,Pittsburgh Penguins,Edmonton Oilers,Pittsburgh Penguins,Edmonton Oilers,4,3,REG
2016-11-09,Washington Capitals,San Jose Sharks,San Jose Sharks,Washington Capitals,3,0,REG
2016-11-09,Toronto Maple Leafs,Los Angeles Kings,Los Angeles Kings,Toronto Maple Leafs,4,0,REG
2016-11-09,Montreal Canadiens,Boston Bruins,Montreal Canadiens,Boston Bruins,3,2,REG
2016-11-09,Nashville Predators,Ottawa Senators,Nashville Predators,Ottawa Senators,3,1,REG
2016-11-09,Winnipeg Jets,Dallas Stars,Winnipeg Jets,Dallas Stars,6,2,REG
2016-11-09,Colorado Avalanche,Arizona Coyotes,Arizona Coyotes,Colorado Avalanche,4,2,REG
2016-11-10,Columbus Blue Jackets,Anaheim Ducks,Columbus Blue Jackets,Anaheim Ducks,3,2,OT
2016-11-10,Buffalo Sabres,Ottawa Senators,Ottawa Senators,Buffalo Sabres,2,1,SO
2016-11-10,St. Louis Blues,Chicago Blackhawks,Chicago Blackhawks,St. Louis Blues,2,1,OT
2016-11-11,Boston Bruins,Columbus Blue Jackets,Boston Bruins,Columbus Blue Jackets,5,2,REG
2016-11-11,Pittsburgh Penguins,Minnesota Wild,Minnesota Wild,Pittsburgh Penguins,4,2,REG
2016-11-11,Carolina Hurricanes,Anaheim Ducks,Anaheim Ducks,Carolina Hurricanes,4,2,REG
2016-11-11,Montreal Canadiens,Los Angeles Kings,Montreal Canadiens,Los Angeles Kings,4,1,REG
2016-11-11,Detroit Red Wings,Vancouver Canucks,Detroit Red Wings,Vancouver Canucks,3,1,REG
2016-11-11,Tampa Bay Lightning,New York Islanders,Tampa Bay Lightning,New York Islanders,4,1,REG
2016-11-11,Florida Panthers,San Jose Sharks,San Jose Sharks,Florida Panthers,4,2,REG
2016-11-11,Nashville Predators,St. Louis Blues,Nashville Predators,St. Louis Blues,3,1,REG
2016-11-11,Calgary Flames,Dallas Stars,Dallas Stars,Calgary Flames,4,2,REG
2016-11-11,Arizona Coyotes,Winnipeg Jets,Winnipeg Jets,Arizona Coyotes,3,2,REG
2016-11-12,Buffalo Sabres,New Jersey Devils,New Jersey Devils,Buffalo Sabres,2,1,OT
2016-11-12,Toronto Maple Leafs,Philadelphia Flyers,Toronto Maple Leafs,Philadelphia Flyers,6,3,REG
2016-11-12,Ottawa Senators,Los Angeles Kings,Ottawa Senators,Los Angeles Kings,2,1,REG
2016-11-12,Chicago Blackhawks,Washington Capitals,Washington Capitals,Chicago Blackhawks,3,2,OT
2016-11-12,Colorado Avalanche,Winnipeg Jets,Colorado Avalanche,Winnipeg Jets,3,2,OT
2016-11-12,Edmonton Oilers,Dallas Stars,Dallas Stars,Edmonton Oilers,3,2,REG
2016-11-13,Montreal Canadiens,Detroit Red Wings,Montreal Canadiens,Detroit Red Wings,4,0,REG
2016-11-13,Tampa Bay Lightning,San Jose Sharks,San Jose Sharks,Tampa Bay Lightning,3,1,REG
2016-11-13,Florida Panthers,New York Islanders,Florida Panthers,New York Islanders,3,2,OT
2016-11-13,New Jersey Devils,Buffalo Sabres,New Jersey Devils,Buffalo Sabres,4,2,REG
2016-11-13,Philadelphia Flyers,Minnesota Wild,Philadelphia Flyers,Minnesota Wild,3,2,REG
2016-11-13,Pittsburgh Penguins,Toronto Maple Leafs,Pittsburgh Penguins,Toronto Maple Leafs,4,1,REG
2016-11-13,Carolina Hurricanes,Washington Capitals,Carolina Hurricanes,Washington Capitals,5,1,REG
2016-11-13,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,St. Louis Blues,8,4,REG
2016-11-13,Nashville Predators,Anaheim Ducks,Nashville Predators,Anaheim Ducks,4,0,REG
2016-11-13,Arizona Coyotes,Boston Bruins,Boston Bruins,Arizona Coyotes,2,1,REG
2016-11-13,Calgary Flames,New York Rangers,New York Rangers,Calgary Flames,4,1,REG
2016-11-13,Winnipeg Jets,Los Angeles Kings,Winnipeg Jets,Los Angeles Kings,3,2,SO
2016-11-13,Vancouver Canucks,Dallas Stars,Vancouver Canucks,Dallas Stars,5,4,OT
2016-11-13,Ottawa Senators,Minnesota Wild,Minnesota Wild,Ottawa Senators,2,1,OT
