date,home,away,winner,loser,winner_pts,loser_pts,end_type
2019-10-14,Buffalo Sabres,Dallas Stars,Buffalo Sabres,Dallas Stars,4,0,REG
2019-10-14,Washington Capitals,Colorado Avalanche,Colorado Avalanche,Washington Capitals,6,3,REG
2019-10-15,Chicago Blackhawks,Edmonton Oilers,Chicago Blackhawks,Edmonton Oilers,3,1,REG
2019-10-15,Toronto Maple Leafs,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,4,2,REG
2019-10-15,Montreal Canadiens,Tampa Bay Lightning,Tampa Bay Lightning,Montreal Canadiens,3,1,REG
2019-10-16,Winnipeg Jets,Arizona Coyotes,Arizona Coyotes,Winnipeg Jets,4,2,REG
2019-10-16,Calgary Flames,Philadelphia Flyers,Calgary Flames,Philadelphia Flyers,3,1,REG
2019-10-16,Vancouver Canucks,Detroit Red Wings,Vancouver Canucks,Detroit Red Wings,5,1,REG
2019-10-16,Vegas Golden Knights,Nashville Predators,Nashville Predators,Vegas Golden Knights,5,2,REG
2019-10-16,Los Angeles Kings,Carolina Hurricanes,Carolina Hurricanes,Los Angeles Kings,2,0,REG
2019-10-16,Pittsburgh Penguins,Colorado Avalanche,Pittsburgh Penguins,Colorado Avalanche,3,2,OT
2019-10-16,Washington Capitals,Toronto Maple Leafs,Washington Capitals,Toronto Maple Leafs,4,3,REG
2019-10-16,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,Dallas Stars,3,2,REG
2019-10-17,Edmonton Oilers,Philadelphia Flyers,Edmonton Oilers,Philadelphia Flyers,6,3,REG
2019-10-17,Anaheim Ducks,Buffalo Sabres,Anaheim Ducks,Buffalo Sabres,5,2,REG
2019-10-17,San Jose Sharks,Carolina Hurricanes,San Jose Sharks,Carolina Hurricanes,5,2,REG
2019-10-17,Boston Bruins,Tampa Bay Lightning,Tampa Bay Lightning,Boston Bruins,4,3,SO
2019-10-17,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,Minnesota Wild,4,0,REG
2019-10-17,New Jersey Devils,New York Rangers,New Jersey Devils,New York Rangers,5,2,REG
2019-10-18,St. Louis Blues,Vancouver Canucks,Vancouver Canucks,St. Louis Blues,4,3,SO
2019-10-18,Winnipeg Jets,New York Islanders,New York Islanders,Winnipeg Jets,3,1,REG
2019-10-18,Calgary Flames,Detroit Red Wings,Calgary Flames,Detroit Red Wings,5,1,REG
2019-10-18,Arizona Coyotes,Nashville Predators,Arizona Coyotes,Nashville Predators,5,2,REG
2019-10-18,Vegas Golden Knights,Ottawa Senators,Vegas Golden Knights,Ottawa Senators,3,2,SO
2019-10-18,Los Angeles Kings,Buffalo Sabres,Buffalo Sabres,Los Angeles Kings,3,0,REG
2019-10-18,Florida Panthers,Colorado Avalanche,Colorado Avalanche,Florida Panthers,5,4,OT
2019-10-18,Pittsburgh Penguins,Dallas Stars,Pittsburgh Penguins,Dallas Stars,4,2,REG
2019-10-18,Washington Capitals,New York Rangers,Washington Capitals,New York Rangers,5,2,REG
2019-10-19,Chicago Blackhawks,Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,3,2,OT
2019-10-19,Edmonton Oilers,Detroit Red Wings,Edmonton Oilers,Detroit Red Wings,2,1,REG
2019-10-19,Anaheim Ducks,Carolina Hurricanes,Anaheim Ducks,Carolina Hurricanes,4,2,REG
2019-10-19,St. Louis Blues,Montreal Canadiens,Montreal Canadiens,St. Louis Blues,5,2,REG
2019-10-19,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,Boston Bruins,4,3,OT
2019-10-19,Tampa Bay Lightning,Colorado Avalanche,Colorado Avalanche,Tampa Bay Lightning,6,2,REG
2019-10-19,Philadelphia Flyers,Dallas Stars,Dallas Stars,Philadelphia Flyers,4,1,REG
2019-10-19,Pittsburgh Penguins,Vegas Golden Knights,Vegas Golden Knights,Pittsburgh Penguins,3,0,REG
2019-10-19,Columbus Blue Jackets,New York Islanders,New York Islanders,Columbus Blue Jackets,3,2,OT
2019-10-19,Arizona Coyotes,Ottawa Senators,Arizona Coyotes,Ottawa Senators,5,2,REG
2019-10-20,Nashville Predators,Florida Panthers,Florida Panthers,Nashville Predators,3,2,SO
2019-10-20,Los Angeles Kings,Calgary Flames,Los Angeles Kings,Calgary Flames,4,1,REG
2019-10-20,San Jose Sharks,Buffalo Sabres,Buffalo Sabres,San Jose Sharks,4,3,REG
2019-10-20,New York Rangers,Vancouver Canucks,Vancouver Canucks,New York Rangers,3,2,REG
2019-10-20,Minnesota Wild,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,4,3,REG
2019-10-20,Chicago Blackhawks,Washington Capitals,Washington Capitals,Chicago Blackhawks,5,3,REG
2019-10-21,Anaheim Ducks,Calgary Flames,Calgary Flames,Anaheim Ducks,2,1,REG
2019-10-21,Toronto Maple Leafs,Columbus Blue Jackets,Columbus Blue Jackets,Toronto Maple Leafs,4,3,OT
2019-10-21,Philadelphia Flyers,Vegas Golden Knights,Philadelphia Flyers,Vegas Golden Knights,6,2,REG
2019-10-22,St. Louis Blues,Colorado Avalanche,St. Louis Blues,Colorado Avalanche,3,1,REG
2019-10-22,Dallas Stars,Ottawa Senators,Dallas Stars,Ottawa Senators,2,1,REG
2019-10-22,Boston Bruins,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,4,2,REG
2019-10-22,Buffalo Sabres,San Jose Sharks,Buffalo Sabres,San Jose Sharks,4,3,OT
2019-10-22,Florida Panthers,Pittsburgh Penguins,Florida Panthers,Pittsburgh Penguins,4,2,REG
2019-10-22,New York Rangers,Arizona Coyotes,Arizona Coyotes,New York Rangers,3,2,OT
2019-10-22,Detroit Red Wings,Vancouver Canucks,Vancouver Canucks,Detroit Red Wings,5,2,REG
2019-10-23,Nashville Predators,Anaheim Ducks,Nashville Predators,Anaheim Ducks,5,1,REG
2019-10-23,Minnesota Wild,Edmonton Oilers,Minnesota Wild,Edmonton Oilers,3,0,REG
2019-10-23,Winnipeg Jets,Los Angeles Kings,Los Angeles Kings,Winnipeg Jets,3,2,REG
2019-10-23,Chicago Blackhawks,Vegas Golden Knights,Vegas Golden Knights,Chicago Blackhawks,2,1,SO
2019-10-23,Calgary Flames,Washington Capitals,Washington Capitals,Calgary Flames,5,3,REG
2019-10-23,Ottawa Senators,Detroit Red Wings,Ottawa Senators,Detroit Red Wings,5,2,REG
2019-10-24,Tampa Bay Lightning,Pittsburgh Penguins,Tampa Bay Lightning,Pittsburgh Penguins,3,2,REG
2019-10-24,Montreal Canadiens,San Jose Sharks,San Jose Sharks,Montreal Canadiens,4,2,REG
2019-10-24,New York Islanders,Arizona Coyotes,New York Islanders,Arizona Coyotes,4,2,REG
2019-10-24,New York Rangers,Buffalo Sabres,New York Rangers,Buffalo Sabres,6,2,REG
2019-10-24,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,4,3,OT
2019-10-25,St. Louis Blues,Los Angeles Kings,St. Louis Blues,Los Angeles Kings,5,2,REG
2019-10-25,Nashville Predators,Minnesota Wild,Nashville Predators,Minnesota Wild,4,0,REG
2019-10-25,Chicago Blackhawks,Philadelphia Flyers,Philadelphia Flyers,Chicago Blackhawks,4,1,REG
2019-10-25,Dallas Stars,Anaheim Ducks,Dallas Stars,Anaheim Ducks,2,1,REG
2019-10-25,Calgary Flames,Florida Panthers,Calgary Flames,Florida Panthers,6,5,SO
2019-10-25,Edmonton Oilers,Washington Capitals,Edmonton Oilers,Washington Capitals,4,3,OT
2019-10-25,Vegas Golden Knights,Colorado Avalanche,Colorado Avalanche,Vegas Golden Knights,5,1,REG
2019-10-25,Toronto Maple Leafs,San Jose Sharks,Toronto Maple Leafs,San Jose Sharks,4,1,REG
2019-10-25,New Jersey Devils,Arizona Coyotes,Arizona Coyotes,New Jersey Devils,5,3,REG
2019-10-25,Ottawa Senators,New York Islanders,New York Islanders,Ottawa Senators,4,2,REG
2019-10-25,Detroit Red Wings,Buffalo Sabres,Buffalo Sabres,Detroit Red Wings,2,0,REG
2019-10-26,Vancouver Canucks,Washington Capitals,Washington Capitals,Vancouver Canucks,6,5,SO
2019-10-26,Carolina Hurricanes,Chicago Blackhawks,Carolina Hurricanes,Chicago Blackhawks,4,0,REG
2019-10-26,Boston Bruins,St. Louis Blues,Boston Bruins,St. Louis Blues,3,0,REG
2019-10-26,Montreal Canadiens,Toronto Maple Leafs,Montreal Canadiens,Toronto Maple Leafs,5,2,REG
2019-10-26,Tampa Bay Lightning,Nashville Predators,Nashville Predators,Tampa Bay Lightning,3,2,OT
2019-10-26,Philadelphia Flyers,Columbus Blue Jackets,Philadelphia Flyers,Columbus Blue Jackets,7,4,REG
2019-10-27,Dallas Stars,Pittsburgh Penguins,Pittsburgh Penguins,Dallas Stars,3,0,REG
2019-10-27,Minnesota Wild,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,5,1,REG
2019-10-27,Colorado Avalanche,Anaheim Ducks,Anaheim Ducks,Colorado Avalanche,5,2,REG
2019-10-27,Winnipeg Jets,Calgary Flames,Winnipeg Jets,Calgary Flames,2,1,OT
2019-10-27,Edmonton Oilers,Florida Panthers,Florida Panthers,Edmonton Oilers,6,2,REG
2019-10-27,Detroit Red Wings,St. Louis Blues,St. Louis Blues,Detroit Red Wings,5,4,OT
2019-10-27,Ottawa Senators,San Jose Sharks,Ottawa Senators,San Jose Sharks,5,2,REG
2019-10-27,New York Islanders,Philadelphia Flyers,New York Islanders,Philadelphia Flyers,5,3,REG
2019-10-27,New York Rangers,Boston Bruins,Boston Bruins,New York Rangers,7,4,REG
2019-10-27,Chicago Blackhawks,Los Angeles Kings,Chicago Blackhawks,Los Angeles Kings,5,1,REG
2019-10-28,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,5,2,REG
2019-10-28,Buffalo Sabres,Arizona Coyotes,Arizona Coyotes,Buffalo Sabres,3,2,SO
2019-10-29,Vancouver Canucks,Florida Panthers,Vancouver Canucks,Florida Panthers,6,2,REG
2019-10-29,Boston Bruins,San Jose Sharks,Boston Bruins,San Jose Sharks,5,1,REG
2019-10-29,Toronto Maple Leafs,Washington Capitals,Washington Capitals,Toronto Maple Leafs,4,3,OT
2019-10-29,Pittsburgh Penguins,Philadelphia Flyers,Pittsburgh Penguins,Philadelphia Flyers,5,1,REG
2019-10-29,Carolina Hurricanes,Calgary Flames,Carolina Hurricanes,Calgary Flames,2,1,REG
2019-10-29,New York Rangers,Tampa Bay Lightning,New York Rangers,Tampa Bay Lightning,4,1,REG
2019-10-29,Detroit Red Wings,Edmonton Oilers,Detroit Red Wings,Edmonton Oilers,3,1,REG
2019-10-30,Nashville Predators,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,3,0,REG
2019-10-30,Dallas Stars,Minnesota Wild,Dallas Stars,Minnesota Wild,6,3,REG
2019-10-30,Anaheim Ducks,Winnipeg Jets,Anaheim Ducks,Winnipeg Jets,7,4,REG
2019-10-30,New Jersey Devils,Tampa Bay Lightning,Tampa Bay Lightning,New Jersey Devils,7,6,OT
2019-10-30,Columbus Blue Jackets,Edmonton Oilers,Edmonton Oilers,Columbus Blue Jackets,4,1,REG
2019-10-31,St. Louis Blues,Minnesota Wild,St. Louis Blues,Minnesota Wild,2,1,REG
2019-10-31,Colorado Avalanche,Florida Panthers,Florida Panthers,Colorado Avalanche,4,3,OT
2019-10-31,Arizona Coyotes,Montreal Canadiens,Montreal Canadiens,Arizona Coyotes,4,1,REG
2019-10-31,Los Angeles Kings,Vancouver Canucks,Vancouver Canucks,Los Angeles Kings,5,3,REG
2019-11-01,Nashville Predators,Calgary Flames,Calgary Flames,Nashville Predators,6,5,OT
2019-11-01,Vegas Golden Knights,Montreal Canadiens,Montreal Canadiens,Vegas Golden Knights,5,4,OT
2019-11-01,New Jersey Devils,Philadelphia Flyers,Philadelphia Flyers,New Jersey Devils,4,3,SO
2019-11-01,New York Islanders,Tampa Bay Lightning,New York Islanders,Tampa Bay Lightning,5,2,REG
2019-11-01,Washington Capitals,Buffalo Sabres,Washington Capitals,Buffalo Sabres,5,1,REG
2019-11-01,Carolina Hurricanes,Detroit Red Wings,Carolina Hurricanes,Detroit Red Wings,7,3,REG
2019-11-02,St. Louis Blues,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,4,3,OT
2019-11-02,Colorado Avalanche,Dallas Stars,Dallas Stars,Colorado Avalanche,2,1,REG
2019-11-02,Anaheim Ducks,Vancouver Canucks,Anaheim Ducks,Vancouver Canucks,2,1,OT
2019-11-02,San Jose Sharks,Winnipeg Jets,Winnipeg Jets,San Jose Sharks,3,2,REG
2019-11-02,Pittsburgh Penguins,Edmonton Oilers,Edmonton Oilers,Pittsburgh Penguins,2,1,OT
2019-11-02,Nashville Predators,New York Rangers,New York Rangers,Nashville Predators,2,1,REG
2019-11-02,Boston Bruins,Ottawa Senators,Boston Bruins,Ottawa Senators,5,2,REG
2019-11-02,Florida Panthers,Detroit Red Wings,Florida Panthers,Detroit Red Wings,4,0,REG
2019-11-02,Philadelphia Flyers,Toronto Maple Leafs,Toronto Maple Leafs,Philadelphia Flyers,4,3,SO
2019-11-02,Carolina Hurricanes,New Jersey Devils,New Jersey Devils,Carolina Hurricanes,5,3,REG
2019-11-02,Columbus Blue Jackets,Calgary Flames,Calgary Flames,Columbus Blue Jackets,3,0,REG
2019-11-02,Dallas Stars,Montreal Canadiens,Dallas Stars,Montreal Canadiens,4,1,REG
2019-11-03,Minnesota Wild,St. Louis Blues,St. Louis Blues,Minnesota Wild,4,3,OT
2019-11-03,Arizona Coyotes,Colorado Avalanche,Arizona Coyotes,Colorado Avalanche,3,0,REG
2019-11-03,Vegas Golden Knights,Winnipeg Jets,Winnipeg Jets,Vegas Golden Knights,4,3,OT
2019-11-03,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,San Jose Sharks,5,2,REG
2019-11-03,Los Angeles Kings,Chicago Blackhawks,Los Angeles Kings,Chicago Blackhawks,4,3,OT
2019-11-04,Washington Capitals,Calgary Flames,Washington Capitals,Calgary Flames,4,2,REG
2019-11-04,Anaheim Ducks,Chicago Blackhawks,Chicago Blackhawks,Anaheim Ducks,3,2,OT
2019-11-05,Boston Bruins,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,6,4,REG
2019-11-05,New York Rangers,Ottawa Senators,Ottawa Senators,New York Rangers,6,2,REG
2019-11-05,Detroit Red Wings,Nashville Predators,Nashville Predators,Detroit Red Wings,5,1,REG
2019-11-05,Edmonton Oilers,Arizona Coyotes,Arizona Coyotes,Edmonton Oilers,3,2,OT
2019-11-06,New York Islanders,Ottawa Senators,New York Islanders,Ottawa Senators,4,1,REG
2019-11-06,Philadelphia Flyers,Carolina Hurricanes,Philadelphia Flyers,Carolina Hurricanes,4,1,REG
2019-11-06,Columbus Blue Jackets,Vegas Golden Knights,Vegas Golden Knights,Columbus Blue Jackets,2,1,REG
2019-11-06,Montreal Canadiens,Boston Bruins,Montreal Canadiens,Boston Bruins,5,4,REG
2019-11-06,Toronto Maple Leafs,Los Angeles Kings,Toronto Maple Leafs,Los Angeles Kings,3,1,REG
2019-11-06,Winnipeg Jets,New Jersey Devils,New Jersey Devils,Winnipeg Jets,2,1,SO
2019-11-06,Dallas Stars,Colorado Avalanche,Dallas Stars,Colorado Avalanche,4,1,REG
2019-11-06,Calgary Flames,Arizona Coyotes,Calgary Flames,Arizona Coyotes,4,3,OT
2019-11-06,Vancouver Canucks,St. Louis Blues,St. Louis Blues,Vancouver Canucks,2,1,OT
2019-11-06,Anaheim Ducks,Minnesota Wild,Minnesota Wild,Anaheim Ducks,4,2,REG
2019-11-06,San Jose Sharks,Chicago Blackhawks,San Jose Sharks,Chicago Blackhawks,4,2,REG
2019-11-07,New York Rangers,Detroit Red Wings,New York Rangers,Detroit Red Wings,5,1,REG
2019-11-07,Edmonton Oilers,St. Louis Blues,St. Louis Blues,Edmonton Oilers,5,2,REG
2019-11-08,Toronto Maple Leafs,Vegas Golden Knights,Toronto Maple Leafs,Vegas Golden Knights,2,1,OT
2019-11-08,Florida Panthers,Washington Capitals,Washington Capitals,Florida Panthers,5,4,OT
2019-11-08,New York Islanders,Pittsburgh Penguins,Pittsburgh Penguins,New York Islanders,4,3,OT
2019-11-08,Philadelphia Flyers,Montreal Canadiens,Philadelphia Flyers,Montreal Canadiens,3,2,OT
2019-11-08,Carolina Hurricanes,New York Rangers,New York Rangers,Carolina Hurricanes,4,2,REG
2019-11-08,Ottawa Senators,Los Angeles Kings,Ottawa Senators,Los Angeles Kings,3,2,OT
2019-11-08,Chicago Blackhawks,Vancouver Canucks,Chicago Blackhawks,Vancouver Canucks,5,2,REG
2019-11-08,Colorado Avalanche,Nashville Predators,Colorado Avalanche,Nashville Predators,8,4,REG
2019-11-08,Calgary Flames,New Jersey Devils,Calgary Flames,New Jersey Devils,5,2,REG
2019-11-08,Arizona Coyotes,Columbus Blue Jackets,Columbus Blue Jackets,Arizona Coyotes,3,2,REG
2019-11-08,San Jose Sharks,Minnesota Wild,San Jose Sharks,Minnesota Wild,6,5,REG
2019-11-08,Buffalo Sabres,Tampa Bay Lightning,Tampa Bay Lightning,Buffalo Sabres,3,2,REG
2019-11-09,Detroit Red Wings,Boston Bruins,Detroit Red Wings,Boston Bruins,4,2,REG
2019-11-09,Winnipeg Jets,Vancouver Canucks,Winnipeg Jets,Vancouver Canucks,4,1,REG
2019-11-09,Edmonton Oilers,New Jersey Devils,Edmonton Oilers,New Jersey Devils,4,0,REG
2019-11-09,New York Islanders,Florida Panthers,New York Islanders,Florida Panthers,2,1,REG
2019-11-09,Tampa Bay Lightning,Buffalo Sabres,Tampa Bay Lightning,Buffalo Sabres,5,3,REG
2019-11-10,Toronto Maple Leafs,Philadelphia Flyers,Philadelphia Flyers,Toronto Maple Leafs,3,2,SO
2019-11-10,Montreal Canadiens,Los Angeles Kings,Montreal Canadiens,Los Angeles Kings,3,2,REG
2019-11-10,Ottawa Senators,Carolina Hurricanes,Ottawa Senators,Carolina Hurricanes,4,1,REG
2019-11-10,Pittsburgh Penguins,Chicago Blackhawks,Pittsburgh Penguins,Chicago Blackhawks,3,2,SO
2019-11-10,Washington Capitals,Vegas Golden Knights,Washington Capitals,Vegas Golden Knights,5,2,REG
2019-11-10,Arizona Coyotes,Minnesota Wild,Minnesota Wild,Arizona Coyotes,4,3,REG
2019-11-10,Colorado Avalanche,Columbus Blue Jackets,Colorado Avalanche,Columbus Blue Jackets,4,2,REG
2019-11-10,Calgary Flames,St. Louis Blues,St. Louis Blues,Calgary Flames,3,2,OT
2019-11-10,San Jose Sharks,Nashville Predators,San Jose Sharks,Nashville Predators,2,1,SO
2019-11-10,New York Rangers,Florida Panthers,Florida Panthers,New York Rangers,6,5,SO
2019-11-10,Winnipeg Jets,Dallas Stars,Winnipeg Jets,Dallas Stars,3,2,OT
2019-11-10,Vancouver Canucks,New Jersey Devils,New Jersey Devils,Vancouver Canucks,2,1,REG
2019-11-10,Detroit Red Wings,Vegas Golden Knights,Detroit Red Wings,Vegas Golden Knights,3,2,REG
2019-11-11,Boston Bruins,Philadelphia Flyers,Philadelphia Flyers,Boston Bruins,3,2,SO
2019-11-11,Chicago Blackhawks,Toronto Maple Leafs,Chicago Blackhawks,Toronto Maple Leafs,5,4,REG
